content,creationTime,score,userClient,productColor,productSize,referenceTime,nickname,days
Wi-Fi和手机信号还是一如既往的差啊,2021-11-28 21:33:09,3,2,远峰蓝色,256GB,2021-11-24 20:09:20,T***你,4
买完到手刚过第七天就降价没法保价,2022-01-17 21:26:50,3,2,石墨色,256GB,2021-12-11 22:11:39,j***c,37
打开的时候，都已经拆过了?,2021-11-26 16:29:38,2,2,远峰蓝色,128GB,2021-11-25 16:21:01,赤***i,1
郁闷，买了三天手机，降价没发补差价,2022-05-31 07:11:48,3,2,苍岭绿色,128GB,2022-05-28 18:49:37,j***c,3
手机摄像头有划痕，品质差！,2022-02-18 20:22:06,2,2,银色,256GB,2022-02-02 13:07:53,小***呀,16
手机充电后出现分屏的现象,2022-02-17 06:37:37,2,2,银色,512GB,2022-01-28 13:15:16,小***e,20
也就这样，盒子怎么没密封的,2022-02-20 16:15:45,3,4,石墨色,256GB,2022-02-15 09:18:35,u***s,5
也就那样，没有惊艳的感觉了。,2021-12-30 16:54:14,3,2,石墨色,128GB,2021-11-24 22:54:41,m***g,36
一打开卡槽在外面一点，这是正常的吗。,2021-12-08 13:06:19,3,4,银色,256GB,2021-12-06 08:55:19,上***圆,2
没有什么优点，也没有什么缺点，,2021-12-20 20:00:21,3,4,石墨色,256GB,2021-12-15 17:38:46,云***人,5
各位亲，谨慎下单，没有充电器,2022-05-24 13:27:17,3,0,石墨色,256GB,2022-05-23 15:23:21,j***j,1
"砖头
重电也没有那么耐用好吧",2021-12-30 00:43:10,3,2,远峰蓝色,128GB,2021-12-09 17:41:51,旭***慕,21
我屏幕左边和下边可以塞a4纸,2021-12-01 18:49:56,2,2,金色,128GB,2021-11-30 09:07:47,黎***9,1
手机边框，有点小划痕，其它还好,2021-12-14 12:53:59,2,2,远峰蓝色,128GB,2021-12-14 02:10:04,j***y,0
手机暂时没啥问题。  包装封条都撕开了，不知道是啥情况。,2021-12-21 15:19:40,3,2,石墨色,256GB,2021-12-12 11:52:28,淘***肆,9
屏幕怎么感觉跟12不一样呢？,2022-01-28 16:50:19,3,2,石墨色,128GB,2022-01-18 23:45:46,强***祖,10
一般般，没什么惊艳，不值这个钱,2021-11-15 22:28:05,3,2,远峰蓝色,128GB,2021-09-19 13:44:21,天***星,57
没有包封层膜 感觉是退回的,2022-06-11 17:12:32,2,2,远峰蓝色,256GB,2022-06-10 00:46:12,j***m,1
背板颜色不均匀，算了不换了,2022-06-05 16:44:39,3,2,远峰蓝色,256GB,2022-05-23 21:47:02,j***x,13
边框有缝隙，那么贵的手机，品控一塌糊涂,2021-12-05 08:29:17,3,4,远峰蓝色,256GB,2021-11-25 05:24:21,y***5,10
哪都好，没翻车，就是包装不行???,2021-12-14 11:39:29,3,2,远峰蓝色,128GB,2021-11-14 02:55:01,j***t,30
一般般吧，没有华为好用,2022-03-26 10:56:21,3,4,远峰蓝色,256GB,2022-01-23 15:07:37,小***w,62
触屏有时候会迟钝，完全点不了,2022-02-11 21:06:38,2,2,石墨色,128GB,2022-01-16 21:12:33,j***4,26
包装简陋，手机外包装有好多脏的手指印,2022-03-13 11:16:17,3,4,远峰蓝色,256GB,2022-03-12 12:21:49,h***1,1
快递外包装破损，感觉不够严谨。,2022-01-02 15:58:02,3,2,金色,256GB,2022-01-01 00:07:52,j***s,1
我买了那么久，为什么发票还没有开给我呢,2022-06-06 11:21:59,3,2,银色,256GB,2022-05-16 19:36:29,j***2,21
没什么不一样，不知道是不是正品,2022-01-07 23:13:07,2,4,远峰蓝色,256GB,2022-01-01 16:34:35,u***s,6
你们遇到过这种情况吗？收到货就这个样子哦！,2022-01-20 02:04:12,2,4,石墨色,256GB,2022-01-14 20:28:41,l***2,6
屏幕划触有失灵卡顿的情况,2021-10-15 08:29:24,2,2,银色,256GB,2021-10-06 12:00:02,j***g,9
到货慢，服务不诚恳，感觉不太好,2022-03-13 09:30:50,3,2,金色,128GB,2022-02-17 01:41:20,j***b,24
缝隙有点大能看到里面的东西，发货有点慢！,2021-10-05 01:14:44,3,2,远峰蓝色,128GB,2021-09-21 10:00:16,-***你,14
不太好用，没有想象的好,2022-05-30 08:15:19,2,4,远峰蓝色,512GB,2022-04-28 01:46:35,M***峰,32
手机有时候会卡屏，发热,2022-06-01 23:53:22,3,2,远峰蓝色,256GB,2022-05-07 19:44:13,j***a,25
快充套餐没有充电头就只有充电线,2022-01-14 21:23:43,3,2,远峰蓝色,128GB,2022-01-11 18:17:24,u***9,3
为什么不能开增值税专用发票？13％的那种，难道库克想逃税？,2021-12-19 22:18:33,2,2,远峰蓝色,256GB,2021-11-11 08:34:52,奋***鱼,38
如图所示，不多说了，已退,2022-02-14 14:14:19,3,2,远峰蓝色,128GB,2022-02-03 21:17:33,F***-,11
保修日期跟激活的时间不对，翻车了,2021-11-20 20:37:29,2,4,银色,256GB,2021-11-18 03:40:44,T***0,2
暗环境低亮度屏幕右边发绿，希望换货能解决,2021-11-12 16:34:51,2,4,石墨色,256GB,2021-11-02 12:00:12,a***u,10
电池不耐用，个人感觉没有上一代好,2021-12-11 15:08:16,3,2,石墨色,128GB,2021-12-09 17:15:58,w***3,2
一直不送货 告诉我快递找不到了,2021-11-10 16:59:22,3,2,远峰蓝色,256GB,2021-11-05 00:32:43,任***y,5
规定当天到货，隔了两天没到，自取的,2022-01-30 19:54:55,3,2,远峰蓝色,256GB,2022-01-26 18:54:17,j***s,4
手机屏有轻微划痕，其他的没什么毛病,2022-02-02 13:37:16,3,2,远峰蓝色,256GB,2022-01-24 19:28:28,一***0,9
打开相机录像功能发现粉屏重启！！！,2022-01-24 18:36:05,3,2,远峰蓝色,128GB,2022-01-18 14:02:23,谭***早,6
为啥手机连个膜都没有啊，我真服了,2022-06-02 04:53:07,3,2,石墨色,128GB,2022-05-30 05:01:39,天***啊,3
后摄像头其中一个有个小白色得灰尘,2021-11-13 21:29:48,3,0,石墨色,128GB,2021-11-10 22:39:07,夏***好,3
老是发烫  烦死了 信号也差,2022-06-09 23:21:55,3,2,远峰蓝色,512GB,2022-05-30 00:04:01,j***1,10
摄像头有东西也不知道换货能成功不,2021-12-15 13:32:02,2,2,石墨色,256GB,2021-12-08 01:01:22,么***柱,7
也没有想像中的那么好，也就心理问题,2022-01-26 09:54:18,3,2,银色,128GB,2022-01-22 22:20:53,j***c,4
电话铃声小，信号差，突然没信号,2021-10-12 13:43:35,2,4,远峰蓝色,256GB,2021-09-27 11:45:56,j***7,15
等了好久，说3号推到5号，后来又10号。,2021-10-11 14:16:34,3,2,远峰蓝色,256GB,2021-09-27 10:38:09,欧***升,14
才一个多月就死机了一次,2022-03-07 17:54:55,3,2,远峰蓝色,256GB,2022-01-09 21:00:24,星***者,57
耗电挺快的，别的没啥 有点大,2022-01-01 11:57:22,3,2,银色,128GB,2021-11-20 13:03:10,辉***i,42
摄像头轻微瑕疵，懒得换了,2022-01-29 15:51:57,3,2,石墨色,256GB,2021-12-05 16:05:09,欧***哥,55
有的时候手机会卡 就很一般,2022-03-06 19:20:30,3,2,石墨色,256GB,2022-02-23 14:41:33,雾***了,11
我帮人家买的单身的运营狗看不下去这些故事了！！！,2022-03-21 03:09:36,2,4,石墨色,128GB,2022-02-15 20:53:39,你***吧,34
感觉有点卡顿，有的时候点着没有反应,2021-12-02 20:16:51,3,2,远峰蓝色,256GB,2021-11-25 08:29:54,i***4,7
半斤砖头，成功**，麒麟臂表示扛不住,2021-11-26 14:59:40,3,2,远峰蓝色,256GB,2021-11-11 00:00:07,迷***i,15
镜头象有哈气似的，手一碰就不行，但是拿棉布擦没事,2021-11-20 09:09:12,3,2,远峰蓝色,128GB,2021-10-30 10:00:06,开***武,21
就那样吧，拿到手，手机盒子还是坏掉的。,2021-10-28 20:35:06,3,2,远峰蓝色,128GB,2021-10-05 17:01:56,j***k,23
也没有什么特别的，竟然会卡住,2021-10-11 16:09:59,3,2,远峰蓝色,512GB,2021-09-28 18:10:41,娇***9,13
信号不好，为什么打游戏会掉线？,2022-01-11 15:39:39,3,4,石墨色,128GB,2021-12-31 19:55:24,j***u,11
也就那样吧 有划痕。不过给换了,2022-01-03 16:08:09,3,2,石墨色,256GB,2021-12-27 10:11:10,j***B,7
下载一下APP就发烫，我给是买到假的了,2022-06-02 11:30:07,3,4,苍岭绿色,256GB,2022-06-01 01:02:08,兜***雨,1
包装松散，胶带都快开了，我都担心是不是被调包了,2021-12-29 14:52:00,3,2,远峰蓝色,256GB,2021-12-22 00:27:17,j***R,7
镜头玻璃有瑕疵  好像摔过一样,2021-11-17 21:11:32,3,2,石墨色,256GB,2021-11-16 12:29:48,u***6,1
边框缝隙好大啊，都不知道这样防不防水,2021-11-15 12:38:29,2,4,远峰蓝色,128GB,2021-11-12 00:48:52,j***m,3
手机音量小 声音小  体验感一般,2021-12-11 15:17:11,3,2,石墨色,256GB,2021-11-28 07:22:15,j***5,13
换了一个还是有缝，哎，今年的苹果组装问题真的是,2021-12-08 13:59:10,3,2,远峰蓝色,256GB,2021-11-22 11:34:08,j***M,16
买亏了买的时候什么也不送才过久就送care+,2022-01-26 19:59:38,2,2,远峰蓝色,256GB,2022-01-21 00:41:38,最***l,5
加九块钱的快充没有看到，客服答非所问！,2021-12-25 19:29:08,2,2,银色,256GB,2021-12-16 00:27:26,夏***葵,9
苹果13用的甚是一般,2021-11-16 12:48:37,2,4,远峰蓝色,256GB,2021-11-11 11:28:21,J***a,5
充电发烫。 玩时间长了手机也烫,2022-03-12 01:59:48,3,2,远峰蓝色,256GB,2022-01-15 00:12:08,J***z,56
感觉屏幕不太灵敏，没旧iPhone11触摸感好,2021-12-25 16:11:52,3,4,石墨色,256GB,2021-12-12 17:08:36,K***m,13
一般吧，侧围有稍微一毫米的掉漆,2022-03-12 23:59:51,3,2,远峰蓝色,256GB,2022-02-16 11:40:43,j***n,24
内包装破损了，验手机没问题是正品，这就有点瑕疵了,2021-12-19 12:33:54,3,4,金色,256GB,2021-11-15 09:14:50,j***b,34
快递分拣错误 专员回电话回错，说联系我24小时我都没有接到电话,2021-10-11 15:34:02,2,2,石墨色,256GB,2021-10-03 19:02:23,王***呢,8
刚到手有时候还会屏闪，这个真的让人难受,2021-11-17 16:02:27,2,2,银色,256GB,2021-11-11 06:30:52,黎***哇,6
填充物都没气了。手机盒外壳也干秃噜皮了,2021-11-26 10:57:26,3,2,远峰蓝色,256GB,2021-11-22 18:51:50,鎧***哥,4
没什么问题，就是手机盒有一边的封条开了,2021-12-11 23:14:35,3,2,远峰蓝色,256GB,2021-11-10 20:01:50,j***w,31
没有屏，没有快充，没有手机壳,2022-01-05 22:14:10,3,4,远峰蓝色,256GB,2021-12-31 12:43:55,u***3,5
刚买完活动就送applecare+,2021-12-13 16:43:37,2,2,远峰蓝色,128GB,2021-11-16 11:15:23,张***你,27
买到才隔了2天，就有12期免息的活动。申请免息，还不支持。,2021-11-10 21:53:47,2,2,石墨色,128GB,2021-11-03 12:00:11,H***3,7
网络依旧差，其他还好,2021-12-09 08:28:06,3,2,石墨色,128GB,2021-11-23 12:26:59,努***a,16
没有想象的好，缝隙比较大，就这样吧,2021-10-08 21:37:21,3,2,远峰蓝色,128GB,2021-09-25 11:16:22,u***b,13
刚到手用了几分钟就闪屏，紫屏关机。,2022-02-13 22:16:05,2,2,金色,256GB,2022-02-04 10:39:37,j***M,9
不好，没用几天就手机发烫,2022-03-07 13:56:26,2,2,金色,256GB,2022-02-02 20:56:10,j***z,33
质量一般，服务一般。,2021-12-11 23:12:12,3,4,石墨色,256GB,2021-11-11 00:40:36,j***a,30
用了半个月  偶尔也会有卡顿情况为什么呢,2021-12-04 14:34:44,3,2,远峰蓝色,256GB,2021-11-10 20:01:15,小***d,24
打游戏好卡老是460,2021-11-18 13:41:43,2,2,远峰蓝色,256GB,2021-11-11 20:24:02,陈***1,7
手机没什么问题，主要是到手一星期不到就有活动优惠，感觉自己买的不划算，郁闷,2021-11-25 23:06:34,3,2,石墨色,256GB,2021-11-14 05:58:07,纯***的,11
到手不到七天，在王者页面切换一下后台就卡死自动退出,2021-12-15 13:46:05,3,2,远峰蓝色,256GB,2021-11-28 01:04:55,j***5,17
没有指纹解锁，这全屏看视屏竟然不是全屏的,2021-12-14 23:25:03,3,2,远峰蓝色,256GB,2021-11-12 15:57:30,L***e,32
左下方屏幕能插上一张纸，正常吗,2021-09-29 11:20:21,3,4,远峰蓝色,128GB,2021-09-18 10:00:20,j***e,11
手机没问题，就是刚买就降价700元而且过了保价期这点感受不好。,2022-06-01 08:58:27,3,4,银色,256GB,2022-05-14 21:34:42,d***7,18
就是手机吧，送货速度很一般，还要重复重复采购,2021-12-29 14:47:13,3,2,远峰蓝色,256GB,2021-12-22 21:04:35,这***玩,7
整体我觉得后期服务跟不上，本来用华为，换点东西都搞了两天,2022-01-03 11:54:17,3,2,远峰蓝色,128GB,2021-12-30 08:32:10,j***C,4
外形外观：不锈钢边框还是有点小瑕疵,2022-01-04 14:48:07,3,2,石墨色,256GB,2021-12-11 21:22:38,j***3,24
手机那肯定是可以的，但是态度很差，送货很慢,2021-12-15 13:11:10,3,2,远峰蓝色,256GB,2021-12-02 10:00:19,丶***丶,13
这手机壳后盖跟镜头平行，不能有效保护镜头.,2021-11-28 19:14:38,3,2,远峰蓝色,256GB,2021-11-26 10:25:21,派***星,2
包装很差，差到我怀疑人生了，其他还行吧，有点卡机,2022-02-26 21:20:12,3,2,石墨色,256GB,2022-02-01 14:11:57,u***l,25
就卡槽有点瑕疵，与机身不平整贴合。,2022-06-12 23:10:27,2,2,远峰蓝色,256GB,2022-05-27 23:56:30,豪***豪,16
性价比不高而且手机老是出bug 送来的时候包装都有个大开口,2022-01-17 21:04:35,2,2,远峰蓝色,256GB,2021-11-26 06:12:39,j***p,52
信号不咋的、还没有我原来的手机信号强,2022-01-20 17:12:26,3,2,远峰蓝色,256GB,2022-01-08 19:56:44,j***7,12
屏幕坏了，但超过了24小时无法换货，伤心,2022-02-25 20:08:10,3,2,远峰蓝色,256GB,2022-02-18 20:35:18,z***2,7
刚寄过来一天而已，发现手机有瑕疵，不让换，厉害厉害,2022-01-03 23:35:18,2,2,银色,128GB,2021-12-17 12:14:31,人***呢,17
刚买了不到四天又降了400  吐了  还不能保价,2022-05-30 08:14:26,2,2,金色,256GB,2022-05-25 09:49:39,j***g,5
网络差，而且玩王者卡,2021-12-21 10:51:11,3,2,远峰蓝色,128GB,2021-12-12 17:19:59,j***g,9
手机包装盒打开过，要求换货商家不给换，说有问题可以退换货，希望不要让我发狂啊,2021-12-16 12:04:23,3,2,远峰蓝色,128GB,2021-12-15 20:12:21,j***k,1
收到货外观有磕碰痕迹，,2022-06-22 18:26:00,3,4,远峰蓝色,256GB,2022-06-20 21:26:59,j***V,2
一万多手机，外包装都破了，在弄两下，手机都要出来了,2021-10-30 13:03:21,3,4,远峰蓝色,256GB,2021-10-29 10:02:36,j***5,1
手机听筒与边框位置有缝隙，换新了的。,2022-03-01 09:14:37,3,2,远峰蓝色,256GB,2022-02-24 16:18:27,何***杭,5
经常信号卡信息延迟刷新收到，除了外观没啥可图的,2021-10-02 21:57:20,2,2,石墨色,128GB,2021-09-17 23:00:17,伪***后,15
买了两台，这个还可以，但是信号真垃圾&hellip;,2021-11-26 13:54:13,3,2,远峰蓝色,256GB,2021-11-20 09:10:37,B***y,6
反应速度没有网上说的那么夸张、华为接近也快了,2022-01-31 14:38:09,3,2,石墨色,128GB,2022-01-30 12:43:54,丶***丶,1
软件闪屏 刘海有缝隙,2021-12-12 16:56:49,2,2,远峰蓝色,256GB,2021-12-07 09:38:39,别***了,5
一个袋子包的，就不能包好一点嘛纸箱，或者，海绵吧,2022-01-18 20:41:25,2,4,石墨色,128GB,2022-01-17 09:15:13,j***f,1
手机还行 后面镜头玻璃上有个小点。搞不掉,2022-02-07 15:03:56,3,2,石墨色,256GB,2022-01-26 14:55:41,j***a,12
没线控，自带bug也不少,2021-12-08 18:42:26,3,4,远峰蓝色,256GB,2021-11-10 20:02:15,博***N,28
买贵了100块，但是也算优惠,2022-06-23 20:35:37,3,2,金色,256GB,2022-06-17 20:14:18,h***6,6
我不知道手机是不是新的，包装是开的 但不想为难送货小哥 ?&zwj;?,2022-01-15 16:40:19,2,2,远峰蓝色,256GB,2021-12-30 01:43:35,阿***7,16
产品不错 服务太一般 京东回收一个误操作让我损失了200多. 服务人员竟然心安理得.,2021-12-16 22:57:43,3,2,石墨色,512GB,2021-12-12 00:38:25,迈***吴,4
小伙伴收到货的时候记得先检查外观我就中奖了退换也麻烦客服还行比较满意就是我买的充电器没给我发已经联系客服了我还没见发过来,2021-12-19 00:28:03,3,4,远峰蓝色,128GB,2021-12-11 17:42:38,不***内,8
ac+还没到，双卡有bug时不时会出现被人打电话暂时无法接通,2021-10-07 22:07:34,3,2,远峰蓝色,256GB,2021-09-24 08:18:52,v***m,13
送货****态度不满意，而且还是觉得有点尴尬&hellip;&hellip;要收服务费,2021-11-29 20:47:04,3,2,远峰蓝色,256GB,2021-11-23 18:48:16,m***m,6
什么也没有，连手机壳都没送  而且网上的?比专柜的?还贵大几百,2021-12-07 04:39:11,2,2,远峰蓝色,256GB,2021-12-04 15:36:57,一***头,3
手机到了三天，27号京东白条12期不用服务费，下单的时候12期5折服务费，问了客服解决不了，没得搞，服了,2021-11-27 11:18:39,2,2,石墨色,256GB,2021-11-22 00:19:35,j***t,5
拆快递的时候没注意，贴屏纸发现有一道划痕，售后都不搭理我,2021-12-23 12:30:43,3,2,石墨色,128GB,2021-12-20 16:04:54,抬***凉,3
东西是正品，但是刚买没多久就多赠品，并且京东上其他店铺价格更低，不需要抢购，唉,2021-12-10 05:22:06,3,2,远峰蓝色,128GB,2021-11-05 00:00:04,海***灵,35
信号有点差，不知道为啥,2022-07-04 15:03:08,3,2,石墨色,256GB,2022-05-30 16:15:53,j***z,35
收到检查发现有这个小问题，后面不想在退换真的好烦,2021-10-01 01:00:35,2,2,远峰蓝色,256GB,2021-09-24 08:25:30,S***花,7
买了就降价，哎，伤心哪,2022-02-15 02:18:25,3,2,远峰蓝色,128GB,2022-01-29 07:53:24,江***7,17
触屏偶尔失灵是什么情况？系统问题还是硬件问题？,2021-11-16 14:16:09,3,0,石墨色,1TB,2021-11-10 20:00:55,喵***京,6
再起来还行，就是信号不好可能是移动公司的问题！,2021-12-03 13:51:26,3,2,远峰蓝色,128GB,2021-11-24 18:12:29,木***风,9
6月17日送到居然不能保价流氓行径,2022-06-19 22:16:36,2,2,石墨色,128GB,2022-06-16 07:55:47,z***8,3
电池没有广告上那么耐用，电池也一般，一天一充,2021-11-14 09:02:09,3,2,远峰蓝色,128GB,2021-11-10 20:33:23,j***a,4
买完就降价400多，还是不开心的。手机比较a,2022-02-07 23:34:14,2,2,远峰蓝色,256GB,2022-01-28 12:22:05,m***6,10
差不多要把块钱的手机，快递包装这么简陋，不知道的还以为拼多多买的盲盒,2022-01-27 03:46:00,3,2,远峰蓝色,256GB,2022-01-21 18:23:54,木***-,6
边边角角，能塞一张a4纸，自由滑动，做工实在是不敢恭维。,2021-10-05 10:13:30,2,2,远峰蓝色,128GB,2021-09-27 10:00:07,u***6,8
手感一般般，割手厉害，为什么不能做11pm那样,2021-10-12 13:28:20,3,4,远峰蓝色,256GB,2021-10-05 17:00:07,j***m,7
屏幕绿色，照片年、月、日点击没反应。与,2021-12-04 07:23:25,2,29,金色,128GB,2021-12-02 20:28:12,j***1,2
经常没信号，触摸屏有问题，总不好用,2022-01-28 23:41:53,3,2,金色,256GB,2021-12-08 19:25:01,罗***4,51
信号不好，没开发票，,2022-01-06 23:05:27,3,2,远峰蓝色,128GB,2021-12-12 13:17:14,j***d,25
"这么贵的东西,居然直接扔快递柜,引以为傲的快递服务连顺丰都不如",2022-01-09 14:41:33,3,0,远峰蓝色,128GB,2021-11-11 00:01:53,东***哥,59
充电发热明显 有没有一样的,2022-06-22 10:02:00,3,4,远峰蓝色,256GB,2022-06-19 08:45:57,j***Y,3
京东包装是真的差，外面有个纸盒子还把里面的包装盒给蹭破皮了,2021-10-30 17:17:18,3,4,石墨色,256GB,2021-10-26 10:15:48,j***0,4
618前几天买的又便宜了300***。是没有保价了。套路可以。,2022-05-28 08:29:40,3,2,远峰蓝色,256GB,2022-05-19 15:52:11,淡***路,9
外面的塑料包装都没了 电量有一大半 绝壁是拆封退的,2022-05-21 15:13:49,3,2,石墨色,128GB,2022-05-20 20:36:26,w***1,1
果然十三香。但是偶尔会出现右下角触控不灵敏的问题。,2022-05-17 17:58:45,3,2,远峰蓝色,256GB,2022-05-03 08:55:51,希***v,14
包装破损。哎下次还是去实体店买。,2022-08-14 08:40:48,2,2,金色,128GB,2022-07-22 11:23:25,N***健,23
装上电话显示无SIM,2022-05-21 04:29:15,3,4,石墨色,256GB,2022-05-18 03:36:55,j***f,3
照像清晰度和镜头的对焦自动调整反应速度比Iphone X,2022-05-23 10:17:14,3,4,金色,1TB,2022-04-27 09:28:32,o***8,26
屏幕伤眼睛，难受，其他的以后再说,2021-09-30 07:02:46,3,2,银色,256GB,2021-09-17 23:00:10,秋***东,13
手机盒子已经开过，不知是什么原因，但我还是相信京东自营的讲信用。,2021-12-04 22:47:25,2,4,石墨色,256GB,2021-12-02 15:26:56,j***u,2
为什么不带充电头头的？请问怎么充电？,2022-01-30 13:10:56,3,4,石墨色,256GB,2022-01-22 01:03:25,一***爷,8
快递包装瘪了，京东快递送的有费劲,2022-08-03 21:52:12,3,4,远峰蓝色,256GB,2022-08-01 08:34:06,j***l,2
还行吧标印歪了也不知道是怎么回事凑活着用吧，可能是翻新机吧,2021-11-05 12:25:07,2,2,远峰蓝色,256GB,2021-10-31 20:00:56,J***T,5
手机是好手机，就是邮寄的时候包装太简单了，手机都可以来回逛荡的邮寄，物流必须差评,2021-11-13 20:29:46,3,4,远峰蓝色,256GB,2021-11-11 00:29:20,x***g,2
"1，太沉  2,打电话总有掉线的情况，咱也不知道怎么回事",2021-12-20 13:33:26,2,4,银色,128GB,2021-11-10 20:25:53,n***e,40
不是说送电话卡的嘛，怎么手机收到后就没有了,2022-02-18 19:33:54,2,2,远峰蓝色,256GB,2022-01-11 20:47:30,S***O,38
"一般吧,触屏没有华为曲面屏好屏幕有点卡顿",2022-03-04 22:15:30,3,4,远峰蓝色,256GB,2022-03-03 21:31:32,程***燕,1
换的手机没有问题了，只不过是官换机了，哎不知道咋说,2021-11-26 19:32:10,3,2,远峰蓝色,256GB,2021-11-21 14:39:47,j***3,5
东西不错，就是一过618，就跌价什么鬼！,2022-06-19 10:20:12,2,2,远峰蓝色,256GB,2022-06-17 21:12:28,东***i,2
不知道为什么有时候会卡的不行，直接卡出游戏,2022-03-01 23:12:01,3,2,石墨色,256GB,2022-02-20 05:22:50,宋***1,9
提前一周预定，竟然跟提前一天预定同时收到货，其中一个原因是送错地方了,2021-11-22 16:19:35,3,2,石墨色,256GB,2021-11-13 08:39:50,l***e,9
感觉没有12Promax好用，经常卡死，屏幕没响应,2021-11-15 19:38:59,2,2,金色,128GB,2021-11-11 22:26:25,绿***麦,4
东西是确实有点贵，性能也一般，没有大家吹捧的那么好,2021-12-12 08:34:56,3,4,远峰蓝色,512GB,2021-12-08 18:48:54,雪***者,4
信号不咋滴愁经常打不了电话,2022-07-12 14:06:58,3,2,苍岭绿色,256GB,2022-07-01 06:35:56,j***c,11
实话实说用了一段时间，感觉电池还是不耐用。,2022-01-18 23:05:13,3,2,远峰蓝色,256GB,2021-12-22 21:16:33,j***4,27
抢购天天在进行，就是不给你发货，等到发货了，不催他，他也就一直在配送站不给你送,2021-11-10 23:12:22,3,2,远峰蓝色,256GB,2021-11-02 12:14:39,龙***宝,8
京东金融 后台计算方法不好,2022-08-30 16:30:30,3,2,远峰蓝色,128GB,2022-08-15 15:49:09,j***0,15
外包装和内盒都有撞击的痕迹，手机后摄像头内有白点，不知道会不会影响功能,2021-11-11 15:53:42,3,2,金色,256GB,2021-11-11 01:17:39,杨***9,0
开深色模式仔细观察会发现 屏幕泛红 尤其右上角！,2021-12-03 00:56:16,3,2,银色,128GB,2021-11-24 00:05:50,叫***-,9
感觉这个手机都被吹上天了使用的时候也就那样,2022-03-04 13:38:02,3,2,远峰蓝色,256GB,2022-01-22 14:57:07,李***祥,41
手感来错   只是  开五G打游戏的时候   有点网络卡的现象,2021-12-17 10:58:14,3,2,远峰蓝色,128GB,2021-12-15 08:02:21,u***s,2
原装手机竟然有磕痕，难道苹果给京东的货都是残次品？,2021-10-10 17:13:01,2,4,远峰蓝色,256GB,2021-09-17 23:00:12,2***2,23
插槽品控有点差，懒得去换了，苹果这估计是最后一次买了,2021-12-12 17:34:12,3,2,石墨色,256GB,2021-12-07 20:29:54,j***d,5
一般般，就是买后价格瞎降,2023-03-15 18:23:19,3,2,银色,512GB,2023-01-15 15:26:06,O***丶,59
一般般，感觉慢，卡APP,2021-10-25 11:58:11,3,0,银色,1TB,2021-09-28 10:35:37,长***悦,27
和我一起买的另外一个，摄像头有灰，麦克风卡顿,2022-03-27 16:04:13,3,2,远峰蓝色,256GB,2022-03-01 21:24:43,请***-,26
发货速度挺快的，就是快递包裹填充的袋子，气都没得了，还有没一起买的膜的包装好，还有就是手机包装盒的这个封条都快掉了是什么鬼,2021-12-21 19:39:30,3,2,远峰蓝色,128GB,2021-12-12 00:31:50,记***8,9
用的还可以 但是信号特别的差 感觉有点不一样,2021-12-20 22:24:53,3,2,银色,256GB,2021-12-01 00:48:01,世***家,19
贴膜时发现屏幕有磨损点，不能更换好惨。。。,2021-09-29 20:40:27,2,2,金色,256GB,2021-09-26 10:01:24,u***4,3
膜都没有帖给个3吧，本来想退货的不过手机满意就不退了吧！,2022-02-11 18:57:25,3,4,石墨色,256GB,2022-02-10 23:07:39,骑***w,1
不能单手操作，返回贼困难，咋说呢，不太值这个价钱,2022-01-04 17:18:17,2,4,银色,256GB,2021-12-21 15:40:34,j***Y,14
屏幕侧边能插进去纸。,2021-11-10 00:05:23,2,4,远峰蓝色,256GB,2021-11-02 12:50:10,x***7,8
感觉没有那么快的反应速度 跟其他苹果手机没多大区别,2021-11-25 13:00:51,3,2,石墨色,512GB,2021-11-24 07:41:27,X***s,1
屏幕缝隙大可以看到话筒，而且信号会影响我打游戏团战,2021-12-12 22:58:31,3,2,远峰蓝色,128GB,2021-12-03 12:53:44,賴***洋,9
手机有闪退和重启问题，手机电池不耐用，信号极差,2021-12-28 06:41:47,2,2,远峰蓝色,256GB,2021-11-11 07:38:59,少***范,47
一般般，屏幕不清晰，用了费眼睛。,2022-01-17 15:59:43,2,2,金色,512GB,2021-12-17 10:07:51,j***b,31
从华为到苹果，可能是自己不太会用吧，充电好慢,2022-02-13 00:04:53,3,4,金色,128GB,2022-02-11 16:38:08,y***7,2
手机比较大，半斤重。,2022-01-16 20:25:57,3,2,远峰蓝色,128GB,2022-01-12 23:21:43,j***n,4
写着28号到，结果29号才到，明明快递28号下午16点就到了配送站了！,2022-01-29 20:23:08,3,2,金色,256GB,2022-01-28 10:05:19,u***o,1
买完一天就降价啊？还不给价格保护，过分了吧。点开看了一下价格保护详情，自营的不支持？？？,2022-06-01 21:50:26,3,4,远峰蓝色,256GB,2022-05-27 22:54:32,雪***环,5
快递没毛病，就是手机不好用。和想象中的差好多,2022-03-09 13:05:32,3,2,远峰蓝色,256GB,2022-02-27 22:54:32,图***公,10
盒子角上有压坏的痕迹，手机反正就这样，和原本的xs max相比似乎也没啥有感的区别,2021-11-27 08:57:58,3,2,远峰蓝色,512GB,2021-11-24 16:06:55,j***K,3
拍的苍岭绿，发来的是其它的颜色。苍岭绿88元，发来个66元。**0元真会赚钱。?已经申请售后。,2022-03-23 00:25:44,3,2,苍岭绿色,256GB,2022-03-12 13:40:38,柿***8,11
