ID,DEWP,Ir,Is,Iws,PRES,TEMP,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv,date,hour,Label
8497,-14,0,0,7.6,1021.0,13.0,0,0,1,0,2011-03-27,19,17.0
8498,-13,0,0,10.73,1022.0,14.0,0,0,1,0,2011-03-27,20,50.0
8499,-12,0,0,3.13,1023.0,9.0,0,1,0,0,2011-03-27,21,22.0
8500,-5,0,0,4.92,1024.0,9.0,0,0,1,0,2011-03-27,22,22.0
8501,-8,0,0,9.84,1025.0,8.0,0,0,1,0,2011-03-27,23,69.0
8502,-9,0,0,14.76,1025.0,8.0,0,0,1,0,2011-03-28,0,43.0
8503,-9,0,0,18.78,1026.0,7.0,0,0,1,0,2011-03-28,1,40.0
8504,-9,0,0,21.91,1026.0,6.0,0,0,1,0,2011-03-28,2,38.0
8505,-10,0,0,1.79,1027.0,5.0,1,0,0,0,2011-03-28,3,37.0
8506,-10,0,0,2.68,1027.0,4.0,1,0,0,0,2011-03-28,4,39.0
8507,-9,0,0,1.79,1027.0,2.0,0,1,0,0,2011-03-28,5,45.0
8508,-9,0,0,4.92,1028.0,2.0,0,1,0,0,2011-03-28,6,50.0
8509,-8,0,0,6.71,1029.0,3.0,0,1,0,0,2011-03-28,7,44.0
8510,-9,0,0,8.5,1029.0,8.0,0,1,0,0,2011-03-28,8,58.0
8511,-9,0,0,10.29,1029.0,10.0,0,1,0,0,2011-03-28,9,48.0
8512,-9,0,0,12.08,1030.0,11.0,0,1,0,0,2011-03-28,10,48.0
8513,-9,0,0,13.87,1029.0,11.0,0,1,0,0,2011-03-28,11,39.0
8514,-9,0,0,3.13,1028.0,14.0,0,0,1,0,2011-03-28,12,44.0
8515,-10,0,0,1.79,1027.0,14.0,0,0,0,1,2011-03-28,13,36.0
8516,-11,0,0,3.58,1026.0,14.0,0,0,0,1,2011-03-28,14,36.0
8517,-10,0,0,5.37,1026.0,15.0,0,0,0,1,2011-03-28,15,38.0
8518,-10,0,0,7.16,1025.0,15.0,0,0,0,1,2011-03-28,16,43.0
8519,-11,0,0,1.79,1025.0,14.0,0,0,1,0,2011-03-28,17,35.0
8520,-10,0,0,4.92,1025.0,13.0,0,0,1,0,2011-03-28,18,42.0
8521,-9,0,0,8.05,1026.0,12.0,0,0,1,0,2011-03-28,19,51.0
8522,-3,0,0,12.97,1027.0,9.0,0,0,1,0,2011-03-28,20,60.0
8523,-3,0,0,16.99,1027.0,8.0,0,0,1,0,2011-03-28,21,65.0
8524,-3,0,0,21.01,1028.0,7.0,0,0,1,0,2011-03-28,22,61.0
8525,-3,0,0,24.14,1028.0,6.0,0,0,1,0,2011-03-28,23,56.0
8526,-3,0,0,25.93,1028.0,5.0,0,0,1,0,2011-03-29,0,69.0
8527,-3,0,0,27.72,1028.0,4.0,0,0,1,0,2011-03-29,1,76.0
8528,-3,0,0,0.89,1028.0,3.0,0,0,0,1,2011-03-29,2,58.0
8529,-4,0,0,0.89,1027.0,2.0,0,0,1,0,2011-03-29,3,64.0
8530,-3,0,0,0.45,1027.0,2.0,0,0,0,1,2011-03-29,4,79.0
8531,-3,0,0,1.34,1027.0,2.0,0,0,0,1,2011-03-29,5,100.0
8532,-3,0,0,0.89,1027.0,1.0,1,0,0,0,2011-03-29,6,128.0
8533,-2,0,0,0.89,1028.0,1.0,0,0,0,1,2011-03-29,7,110.0
8534,-3,0,0,3.13,1028.0,6.0,0,1,0,0,2011-03-29,8,116.0
8535,-3,0,0,7.15,1028.0,8.0,0,1,0,0,2011-03-29,9,97.0
8536,-3,0,0,8.94,1027.0,10.0,0,1,0,0,2011-03-29,10,99.0
8537,-3,0,0,1.79,1026.0,12.0,0,0,0,1,2011-03-29,11,107.0
8538,-4,0,0,1.79,1025.0,15.0,0,1,0,0,2011-03-29,12,101.0
8539,-4,0,0,1.79,1024.0,19.0,0,0,0,1,2011-03-29,13,94.0
8540,-10,0,0,3.58,1022.0,21.0,0,0,0,1,2011-03-29,14,70.0
8541,-10,0,0,4.02,1022.0,21.0,0,0,1,0,2011-03-29,15,49.0
8542,-10,0,0,7.15,1021.0,21.0,0,0,1,0,2011-03-29,16,59.0
8543,-11,0,0,11.17,1021.0,20.0,0,0,1,0,2011-03-29,17,60.0
8544,-10,0,0,14.3,1021.0,19.0,0,0,1,0,2011-03-29,18,51.0
8545,-10,0,0,17.43,1021.0,18.0,0,0,1,0,2011-03-29,19,55.0
8546,-11,0,0,21.45,1021.0,17.0,0,0,1,0,2011-03-29,20,73.0
8547,-10,0,0,25.47,1022.0,15.0,0,0,1,0,2011-03-29,21,70.0
8548,-9,0,0,29.49,1022.0,15.0,0,0,1,0,2011-03-29,22,67.0
8549,-8,0,0,0.89,1022.0,11.0,1,0,0,0,2011-03-29,23,64.0
8550,-6,0,0,0.89,1022.0,8.0,0,0,0,1,2011-03-30,0,75.0
8551,-6,0,0,1.34,1022.0,7.0,0,0,0,1,2011-03-30,1,87.0
8552,-6,0,0,1.79,1021.0,4.0,0,1,0,0,2011-03-30,2,96.0
8553,-5,0,0,0.89,1021.0,4.0,0,0,0,1,2011-03-30,3,103.0
8554,-4,0,0,0.89,1021.0,4.0,0,1,0,0,2011-03-30,4,115.0
8555,-6,0,0,2.68,1021.0,2.0,0,1,0,0,2011-03-30,5,112.0
8556,-5,0,0,3.57,1022.0,3.0,0,1,0,0,2011-03-30,6,95.0
8557,-5,0,0,0.89,1023.0,7.0,0,0,0,1,2011-03-30,7,87.0
8558,-5,0,0,1.78,1023.0,9.0,0,0,0,1,2011-03-30,8,95.0
8559,-5,0,0,1.79,1023.0,11.0,0,0,1,0,2011-03-30,9,123.0
8560,-5,0,0,0.89,1023.0,14.0,0,0,0,1,2011-03-30,10,136.0
8561,-4,0,0,2.68,1022.0,16.0,0,0,0,1,2011-03-30,11,143.0
8562,-4,0,0,4.47,1021.0,19.0,0,0,0,1,2011-03-30,12,152.0
8563,-6,0,0,4.02,1020.0,21.0,0,0,1,0,2011-03-30,13,132.0
8564,-8,0,0,9.83,1019.0,22.0,0,0,1,0,2011-03-30,14,104.0
8565,-8,0,0,14.75,1018.0,23.0,0,0,1,0,2011-03-30,15,84.0
8566,-8,0,0,20.56,1017.0,22.0,0,0,1,0,2011-03-30,16,66.0
8567,-10,0,0,27.71,1016.0,21.0,0,0,1,0,2011-03-30,17,50.0
8568,-10,0,0,30.84,1016.0,19.0,0,0,1,0,2011-03-30,18,57.0
8569,-9,0,0,33.97,1016.0,15.0,0,0,1,0,2011-03-30,19,77.0
8570,1,0,0,15.2,1017.0,15.0,1,0,0,0,2011-04-01,1,222.0
8571,-3,0,0,21.01,1018.0,15.0,1,0,0,0,2011-04-01,2,147.0
8572,-4,0,0,26.82,1019.0,14.0,1,0,0,0,2011-04-01,3,51.0
8573,-5,0,0,36.65,1021.0,13.0,1,0,0,0,2011-04-01,4,23.0
8574,-5,0,0,44.7,1022.0,12.0,1,0,0,0,2011-04-01,5,19.0
8575,-6,0,0,52.75,1023.0,11.0,1,0,0,0,2011-04-01,6,18.0
8576,-8,0,0,60.8,1025.0,11.0,1,0,0,0,2011-04-01,7,15.0
8577,-9,0,0,69.74,1026.0,10.0,1,0,0,0,2011-04-01,8,18.0
8578,-10,0,0,77.79,1027.0,10.0,1,0,0,0,2011-04-01,9,25.0
8579,-11,0,0,85.84,1028.0,10.0,1,0,0,0,2011-04-01,10,17.0
8580,-13,0,0,91.65,1028.0,11.0,1,0,0,0,2011-04-01,11,18.0
8581,-15,0,0,97.46,1028.0,11.0,1,0,0,0,2011-04-01,12,20.0
8582,-16,0,0,102.38,1028.0,11.0,1,0,0,0,2011-04-01,13,17.0
8583,-16,0,0,107.3,1027.0,11.0,1,0,0,0,2011-04-01,14,15.0
8584,-10,0,0,7.15,1027.0,11.0,0,1,0,0,2011-04-01,15,16.0
8585,-7,0,0,12.07,1028.0,10.0,0,1,0,0,2011-04-01,16,23.0
8586,-5,0,0,17.88,1028.0,9.0,0,1,0,0,2011-04-01,17,34.0
8587,-3,1,0,3.13,1029.0,7.0,1,0,0,0,2011-04-01,18,19.0
8588,1,2,0,3.13,1030.0,6.0,0,1,0,0,2011-04-01,19,25.0
8589,2,3,0,7.15,1030.0,5.0,0,0,1,0,2011-04-01,20,33.0
8590,3,4,0,3.13,1031.0,5.0,0,1,0,0,2011-04-01,21,36.0
8591,3,5,0,4.02,1032.0,5.0,0,0,1,0,2011-04-01,22,33.0
8592,2,6,0,0.89,1032.0,4.0,0,0,0,1,2011-04-01,23,23.0
8593,2,0,0,4.02,1032.0,4.0,0,1,0,0,2011-04-02,1,30.0
8594,3,0,0,8.04,1031.0,4.0,0,1,0,0,2011-04-02,2,48.0
8595,2,0,0,11.17,1031.0,4.0,0,1,0,0,2011-04-02,3,44.0
8596,2,0,0,15.19,1031.0,4.0,0,1,0,0,2011-04-02,4,56.0
8597,2,0,0,18.32,1031.0,4.0,0,1,0,0,2011-04-02,5,46.0
8598,1,0,0,21.45,1031.0,3.0,0,1,0,0,2011-04-02,6,32.0
8599,2,0,0,24.58,1032.0,4.0,0,1,0,0,2011-04-02,7,54.0
8600,3,0,0,27.71,1032.0,6.0,0,1,0,0,2011-04-02,8,89.0
8601,-1,0,0,31.73,1032.0,8.0,0,1,0,0,2011-04-02,9,79.0
8602,-6,0,0,1.79,1032.0,10.0,0,0,0,1,2011-04-02,10,45.0
8603,-6,0,0,3.58,1031.0,11.0,0,0,0,1,2011-04-02,11,68.0
8604,-8,0,0,6.71,1030.0,11.0,0,0,0,1,2011-04-02,12,158.0
8605,-12,0,0,8.5,1029.0,13.0,0,0,0,1,2011-04-02,13,178.0
8606,-13,0,0,11.63,1028.0,13.0,0,0,0,1,2011-04-02,14,63.0
8607,-12,0,0,13.42,1026.0,13.0,0,0,0,1,2011-04-02,15,108.0
8608,-12,0,0,15.21,1026.0,14.0,0,0,0,1,2011-04-02,16,92.0
8609,-10,0,0,3.13,1025.0,14.0,0,0,1,0,2011-04-02,17,127.0
8610,-10,0,0,6.26,1025.0,12.0,0,0,1,0,2011-04-02,18,11.0
8611,-7,0,0,10.28,1025.0,11.0,0,0,1,0,2011-04-02,19,5.0
8612,-2,0,0,15.2,1026.0,10.0,0,0,1,0,2011-04-02,20,24.0
8613,-2,0,0,19.22,1026.0,9.0,0,0,1,0,2011-04-02,21,5.0
8614,-2,0,0,23.24,1026.0,9.0,0,0,1,0,2011-04-02,22,5.0
8615,-1,0,0,27.26,1026.0,8.0,0,0,1,0,2011-04-02,23,55.0
8616,-1,0,0,1.79,1027.0,7.0,0,0,0,1,2011-04-03,0,79.0
8617,0,0,0,0.89,1027.0,4.0,0,0,1,0,2011-04-03,1,124.0
8618,-1,0,0,0.89,1027.0,4.0,1,0,0,0,2011-04-03,2,143.0
8619,-1,0,0,3.13,1027.0,2.0,0,1,0,0,2011-04-03,3,186.0
8620,-2,0,0,4.92,1027.0,3.0,0,1,0,0,2011-04-03,4,167.0
8621,-2,0,0,6.71,1027.0,2.0,0,1,0,0,2011-04-03,5,184.0
8622,-5,0,0,9.84,1027.0,0.0,0,1,0,0,2011-04-03,6,172.0
8623,-5,0,0,13.86,1028.0,3.0,0,1,0,0,2011-04-03,7,149.0
8624,-7,0,0,16.99,1028.0,8.0,0,1,0,0,2011-04-03,8,156.0
8625,-10,0,0,21.01,1028.0,11.0,0,1,0,0,2011-04-03,9,144.0
8626,-10,0,0,25.03,1028.0,13.0,0,1,0,0,2011-04-03,10,135.0
8627,-12,0,0,29.05,1027.0,15.0,0,1,0,0,2011-04-03,11,94.0
8628,-14,0,0,32.18,1026.0,17.0,0,1,0,0,2011-04-03,12,105.0
8629,-13,0,0,1.79,1024.0,17.0,0,0,0,1,2011-04-03,13,50.0
8630,-13,0,0,4.02,1024.0,18.0,0,1,0,0,2011-04-03,14,167.0
8631,-14,0,0,7.15,1022.0,18.0,0,1,0,0,2011-04-03,15,138.0
8632,-13,0,0,1.79,1022.0,19.0,0,0,0,1,2011-04-03,16,170.0
8633,-14,0,0,4.02,1021.0,18.0,0,0,1,0,2011-04-03,17,89.0
8634,-13,0,0,8.04,1021.0,17.0,0,0,1,0,2011-04-03,18,108.0
8635,-7,0,0,29.05,1023.0,13.0,0,0,1,0,2011-04-03,23,86.0
8636,-7,0,0,32.18,1023.0,11.0,0,0,1,0,2011-04-04,0,65.0
8637,-4,0,0,0.89,1023.0,7.0,0,0,0,1,2011-04-04,1,88.0
8638,-3,0,0,1.34,1023.0,6.0,0,0,0,1,2011-04-04,2,80.0
8639,-5,0,0,0.89,1023.0,5.0,0,1,0,0,2011-04-04,3,125.0
8640,-5,0,0,1.78,1023.0,4.0,0,1,0,0,2011-04-04,4,123.0
8641,-6,0,0,3.57,1023.0,5.0,0,1,0,0,2011-04-04,5,151.0
8642,-5,0,0,4.46,1024.0,3.0,0,1,0,0,2011-04-04,6,174.0
8643,-6,0,0,5.35,1025.0,6.0,0,1,0,0,2011-04-04,7,241.0
8644,-9,0,0,7.14,1025.0,10.0,0,1,0,0,2011-04-04,8,132.0
8645,-8,0,0,1.79,1025.0,14.0,0,0,0,1,2011-04-04,9,159.0
8646,-8,0,0,1.79,1026.0,16.0,0,1,0,0,2011-04-04,10,138.0
8647,-9,0,0,3.58,1025.0,17.0,0,1,0,0,2011-04-04,11,177.0
8648,-8,0,0,3.13,1024.0,20.0,0,0,1,0,2011-04-04,12,149.0
8649,-9,0,0,7.15,1023.0,20.0,0,0,1,0,2011-04-04,13,192.0
8650,-9,0,0,11.17,1022.0,21.0,0,0,1,0,2011-04-04,14,171.0
8651,-9,0,0,15.19,1021.0,22.0,0,0,1,0,2011-04-04,15,211.0
8652,-11,0,0,21.0,1021.0,21.0,0,0,1,0,2011-04-04,16,124.0
8653,-11,0,0,26.81,1020.0,20.0,0,0,1,0,2011-04-04,17,170.0
8654,-12,0,0,31.73,1021.0,18.0,0,0,1,0,2011-04-04,18,52.0
8655,-12,0,0,35.75,1021.0,15.0,0,0,1,0,2011-04-04,19,22.0
8656,-10,0,0,39.77,1022.0,13.0,0,0,1,0,2011-04-04,20,17.0
8657,-9,0,0,43.79,1022.0,14.0,0,0,1,0,2011-04-04,21,54.0
8658,-8,0,0,47.81,1023.0,13.0,0,0,1,0,2011-04-04,22,59.0
8659,-8,0,0,50.94,1023.0,12.0,0,0,1,0,2011-04-04,23,150.0
8660,-7,0,0,54.07,1024.0,11.0,0,0,1,0,2011-04-05,0,146.0
8661,-7,0,0,57.2,1024.0,10.0,0,0,1,0,2011-04-05,1,154.0
8662,-7,0,0,58.99,1023.0,8.0,0,0,1,0,2011-04-05,2,166.0
8663,-6,0,0,60.78,1023.0,8.0,0,0,1,0,2011-04-05,3,164.0
8664,-6,0,0,62.57,1024.0,7.0,0,0,1,0,2011-04-05,4,191.0
8665,-5,0,0,64.36,1023.0,5.0,0,0,1,0,2011-04-05,5,152.0
8666,-5,0,0,0.89,1024.0,3.0,0,0,0,1,2011-04-05,6,160.0
8667,-1,0,0,0.89,1024.0,5.0,0,0,1,0,2011-04-05,7,254.0
8668,-3,0,0,2.68,1025.0,11.0,0,0,1,0,2011-04-05,8,231.0
8669,-4,0,0,4.47,1025.0,14.0,0,0,1,0,2011-04-05,9,254.0
8670,-5,0,0,10.28,1025.0,17.0,0,0,1,0,2011-04-05,10,277.0
8671,-4,0,0,18.33,1025.0,17.0,0,0,1,0,2011-04-05,11,207.0
8672,-4,0,0,25.48,1024.0,18.0,0,0,1,0,2011-04-05,12,218.0
8673,-5,0,0,30.4,1023.0,18.0,0,0,1,0,2011-04-05,13,264.0
8674,-7,0,0,38.45,1022.0,18.0,0,0,1,0,2011-04-05,14,227.0
8675,-5,0,0,45.6,1020.0,18.0,0,0,1,0,2011-04-05,15,188.0
8676,-4,0,0,52.75,1019.0,18.0,0,0,1,0,2011-04-05,16,253.0
8677,-5,0,0,57.67,1019.0,17.0,0,0,1,0,2011-04-05,17,227.0
8678,-5,0,0,62.59,1019.0,16.0,0,0,1,0,2011-04-05,18,166.0
8679,-5,0,0,65.72,1018.0,15.0,0,0,1,0,2011-04-05,19,143.0
8680,-4,0,0,67.51,1019.0,15.0,0,0,1,0,2011-04-05,20,184.0
8681,-4,0,0,71.53,1019.0,15.0,0,0,1,0,2011-04-05,21,246.0
8682,-4,0,0,75.55,1019.0,14.0,0,0,1,0,2011-04-05,22,279.0
8683,-3,0,0,77.34,1019.0,13.0,0,0,1,0,2011-04-05,23,233.0
8684,-3,0,0,80.47,1019.0,12.0,0,0,1,0,2011-04-06,0,220.0
8685,0,0,0,83.6,1019.0,12.0,0,0,1,0,2011-04-06,1,190.0
8686,-3,0,0,89.41,1018.0,13.0,0,0,1,0,2011-04-06,2,196.0
8687,-3,0,0,94.33,1019.0,14.0,0,0,1,0,2011-04-06,3,96.0
8688,1,1,0,100.14,1018.0,12.0,0,0,1,0,2011-04-06,4,103.0
8689,1,2,0,0.89,1017.0,11.0,0,0,0,1,2011-04-06,5,94.0
8690,1,0,0,1.78,1017.0,10.0,0,0,0,1,2011-04-06,6,120.0
8691,2,0,0,0.89,1017.0,10.0,0,0,1,0,2011-04-06,7,77.0
8692,2,0,0,1.78,1017.0,11.0,0,0,1,0,2011-04-06,8,158.0
8693,2,0,0,4.91,1017.0,13.0,0,0,1,0,2011-04-06,9,169.0
8694,-11,0,0,32.18,1017.0,20.0,0,0,1,0,2011-04-08,14,24.0
8695,-11,0,0,36.2,1015.0,20.0,0,0,1,0,2011-04-08,15,27.0
8696,-10,0,0,42.01,1014.0,20.0,0,0,1,0,2011-04-08,16,39.0
8697,-6,0,0,79.12,1014.0,13.0,0,0,1,0,2011-04-09,0,69.0
8698,-3,0,0,1.79,1013.0,19.0,0,0,1,0,2011-04-09,11,105.0
8699,-4,0,0,4.92,1012.0,22.0,0,0,1,0,2011-04-09,12,103.0
8700,-5,0,0,8.05,1011.0,25.0,0,0,1,0,2011-04-09,13,105.0
8701,-8,0,0,12.07,1010.0,26.0,0,0,1,0,2011-04-09,14,107.0
8702,-7,0,0,15.2,1009.0,26.0,0,0,1,0,2011-04-09,15,105.0
8703,-7,0,0,18.33,1008.0,25.0,0,0,1,0,2011-04-09,16,102.0
8704,-8,0,0,22.35,1008.0,24.0,0,0,1,0,2011-04-09,17,102.0
8705,-7,0,0,26.37,1008.0,23.0,0,0,1,0,2011-04-09,18,100.0
8706,-6,0,0,1.79,1009.0,23.0,0,1,0,0,2011-04-09,19,109.0
8707,-5,0,0,4.92,1011.0,21.0,0,1,0,0,2011-04-09,20,107.0
8708,-4,0,0,3.13,1012.0,21.0,1,0,0,0,2011-04-09,21,77.0
8709,-3,0,0,8.94,1013.0,20.0,1,0,0,0,2011-04-09,22,80.0
8710,-6,0,0,16.99,1014.0,18.0,1,0,0,0,2011-04-09,23,82.0
8711,-3,0,0,37.11,1018.0,13.0,1,0,0,0,2011-04-10,1,50.0
8712,-2,0,0,44.26,1019.0,12.0,1,0,0,0,2011-04-10,2,39.0
8713,-4,0,0,52.31,1019.0,11.0,1,0,0,0,2011-04-10,3,24.0
8714,-12,0,0,59.46,1020.0,11.0,1,0,0,0,2011-04-10,4,28.0
8715,-15,0,0,4.02,1022.0,11.0,0,1,0,0,2011-04-10,5,14.0
8716,-16,0,0,8.94,1023.0,11.0,0,1,0,0,2011-04-10,6,13.0
8717,-17,0,0,12.96,1024.0,11.0,0,1,0,0,2011-04-10,7,11.0
8718,-17,0,0,17.88,1025.0,12.0,0,1,0,0,2011-04-10,8,17.0
8719,-18,0,0,25.03,1025.0,13.0,0,1,0,0,2011-04-10,9,15.0
8720,-17,0,0,4.02,1025.0,14.0,1,0,0,0,2011-04-10,10,8.0
8721,-17,0,0,3.13,1025.0,15.0,0,0,0,1,2011-04-10,11,10.0
8722,-17,0,0,3.13,1024.0,16.0,1,0,0,0,2011-04-10,12,12.0
8723,-18,0,0,1.79,1023.0,17.0,0,0,0,1,2011-04-10,13,12.0
8724,-16,0,0,4.92,1022.0,19.0,0,0,0,1,2011-04-10,14,13.0
8725,-18,0,0,7.15,1021.0,19.0,0,1,0,0,2011-04-10,15,14.0
8726,-19,0,0,14.3,1020.0,19.0,0,1,0,0,2011-04-10,16,11.0
8727,-19,0,0,23.24,1020.0,19.0,0,1,0,0,2011-04-10,17,10.0
8728,-20,0,0,32.18,1020.0,18.0,0,1,0,0,2011-04-10,18,10.0
8729,-20,0,0,37.99,1020.0,16.0,0,1,0,0,2011-04-10,19,11.0
8730,-19,0,0,42.01,1021.0,13.0,0,1,0,0,2011-04-10,20,17.0
8731,-19,0,0,45.14,1022.0,11.0,0,1,0,0,2011-04-10,21,91.0
8732,-19,0,0,49.16,1022.0,11.0,0,1,0,0,2011-04-10,22,22.0
8733,-19,0,0,53.18,1022.0,10.0,0,1,0,0,2011-04-10,23,16.0
8734,-19,0,0,59.44,1023.0,9.0,0,1,0,0,2011-04-11,1,12.0
8735,-19,0,0,63.46,1023.0,7.0,0,1,0,0,2011-04-11,2,8.0
8736,-20,0,0,67.48,1023.0,11.0,0,1,0,0,2011-04-11,3,9.0
8737,-19,0,0,70.61,1023.0,10.0,0,1,0,0,2011-04-11,4,14.0
8738,-14,0,0,1.79,1023.0,6.0,0,0,1,0,2011-04-11,5,16.0
8739,-12,0,0,0.45,1024.0,7.0,0,0,0,1,2011-04-11,6,14.0
8740,-16,0,0,1.34,1024.0,10.0,0,0,0,1,2011-04-11,7,29.0
8741,-15,0,0,3.13,1024.0,14.0,0,1,0,0,2011-04-11,8,24.0
8742,-16,0,0,7.15,1024.0,15.0,0,1,0,0,2011-04-11,9,19.0
8743,-16,0,0,11.17,1023.0,17.0,0,1,0,0,2011-04-11,10,16.0
8744,-14,0,0,1.79,1023.0,18.0,0,0,0,1,2011-04-11,11,17.0
8745,-14,0,0,2.68,1021.0,19.0,0,0,0,1,2011-04-11,12,13.0
8746,-14,0,0,1.79,1020.0,20.0,0,0,1,0,2011-04-11,13,12.0
8747,-14,0,0,1.79,1019.0,21.0,0,0,0,1,2011-04-11,14,10.0
8748,-16,0,0,4.92,1018.0,22.0,0,0,0,1,2011-04-11,15,11.0
8749,-14,0,0,4.92,1017.0,22.0,0,0,1,0,2011-04-11,16,12.0
8750,-13,0,0,10.73,1016.0,21.0,0,0,1,0,2011-04-11,17,13.0
8751,-13,0,0,17.88,1016.0,20.0,0,0,1,0,2011-04-11,18,18.0
8752,-12,0,0,22.8,1017.0,17.0,0,0,1,0,2011-04-11,19,26.0
8753,-12,0,0,27.72,1017.0,17.0,0,0,1,0,2011-04-11,20,27.0
8754,-11,0,0,33.53,1017.0,17.0,0,0,1,0,2011-04-11,21,45.0
8755,-11,0,0,39.34,1017.0,17.0,0,0,1,0,2011-04-11,22,49.0
8756,-9,0,0,43.36,1017.0,15.0,0,0,1,0,2011-04-11,23,50.0
8757,-9,0,0,3.13,1017.0,16.0,0,0,0,1,2011-04-12,0,51.0
8758,-4,0,0,4.02,1016.0,10.0,0,0,0,1,2011-04-12,1,64.0
8759,-6,0,0,3.13,1016.0,10.0,0,0,1,0,2011-04-12,2,67.0
8760,-5,0,0,0.45,1016.0,8.0,0,0,0,1,2011-04-12,3,77.0
8761,-6,0,0,0.89,1016.0,8.0,0,1,0,0,2011-04-12,4,85.0
8762,-5,0,0,4.02,1016.0,4.0,0,1,0,0,2011-04-12,5,91.0
8763,-5,0,0,0.89,1016.0,6.0,0,0,0,1,2011-04-12,6,88.0
8764,-5,0,0,1.79,1016.0,8.0,0,1,0,0,2011-04-12,7,91.0
8765,-4,0,0,0.89,1016.0,12.0,0,0,0,1,2011-04-12,8,103.0
8766,-4,0,0,1.78,1016.0,15.0,0,0,0,1,2011-04-12,9,101.0
8767,-4,0,0,3.57,1016.0,18.0,0,0,0,1,2011-04-12,10,88.0
8768,-4,0,0,5.36,1015.0,20.0,0,0,0,1,2011-04-12,11,91.0
8769,-6,0,0,3.13,1014.0,23.0,0,0,1,0,2011-04-12,12,99.0
8770,-5,0,0,7.15,1012.0,24.0,0,0,1,0,2011-04-12,13,94.0
8771,-5,0,0,11.17,1011.0,25.0,0,0,1,0,2011-04-12,14,101.0
8772,-4,0,0,16.09,1010.0,26.0,0,0,1,0,2011-04-12,15,91.0
8773,-6,0,0,23.24,1009.0,25.0,0,0,1,0,2011-04-12,16,73.0
8774,-5,0,0,29.05,1009.0,25.0,0,0,1,0,2011-04-12,17,94.0
8775,-4,0,0,33.97,1009.0,23.0,0,0,1,0,2011-04-12,18,88.0
8776,-3,0,0,37.1,1010.0,19.0,0,0,1,0,2011-04-12,19,104.0
8777,-1,0,0,38.89,1010.0,19.0,0,0,1,0,2011-04-12,20,145.0
8778,0,0,0,40.68,1011.0,17.0,0,0,1,0,2011-04-12,21,171.0
8779,1,0,0,42.47,1011.0,15.0,0,0,1,0,2011-04-12,22,184.0
8780,1,0,0,43.36,1011.0,14.0,0,0,1,0,2011-04-12,23,202.0
8781,1,0,0,0.89,1011.0,13.0,0,0,0,1,2011-04-13,0,196.0
8782,2,0,0,1.78,1011.0,13.0,0,0,0,1,2011-04-13,1,186.0
8783,2,0,0,2.67,1011.0,12.0,0,0,0,1,2011-04-13,2,184.0
8784,3,0,0,1.79,1011.0,10.0,0,0,1,0,2011-04-13,3,188.0
8785,3,0,0,0.89,1011.0,11.0,0,0,0,1,2011-04-13,4,189.0
8786,3,0,0,0.89,1011.0,10.0,1,0,0,0,2011-04-13,5,201.0
8787,3,0,0,0.89,1012.0,10.0,0,0,0,1,2011-04-13,6,231.0
8788,4,0,0,1.79,1013.0,11.0,0,1,0,0,2011-04-13,7,225.0
8789,5,0,0,0.89,1013.0,16.0,0,0,0,1,2011-04-13,8,169.0
8790,5,0,0,1.78,1013.0,17.0,0,0,0,1,2011-04-13,9,163.0
8791,5,0,0,1.79,1013.0,19.0,1,0,0,0,2011-04-13,10,142.0
8792,5,0,0,1.79,1013.0,21.0,0,0,1,0,2011-04-13,11,136.0
8793,6,0,0,5.81,1012.0,22.0,0,0,1,0,2011-04-13,12,141.0
8794,6,0,0,8.94,1011.0,23.0,0,0,1,0,2011-04-13,13,125.0
8795,6,0,0,12.07,1010.0,24.0,0,0,1,0,2011-04-13,14,131.0
8796,6,0,0,16.09,1009.0,23.0,0,0,1,0,2011-04-13,15,138.0
8797,6,0,0,20.11,1008.0,24.0,0,0,1,0,2011-04-13,16,152.0
8798,6,0,0,23.24,1009.0,23.0,0,0,1,0,2011-04-13,17,145.0
8799,7,0,0,25.03,1009.0,22.0,0,0,1,0,2011-04-13,18,157.0
8800,7,0,0,0.89,1009.0,20.0,0,0,0,1,2011-04-13,19,172.0
8801,8,0,0,4.02,1009.0,21.0,0,0,1,0,2011-04-13,20,170.0
8802,8,0,0,7.15,1010.0,20.0,0,0,1,0,2011-04-13,21,172.0
8803,7,0,0,0.89,1010.0,18.0,0,0,0,1,2011-04-13,22,155.0
8804,7,0,0,1.78,1009.0,17.0,0,0,0,1,2011-04-13,23,168.0
8805,0,0,0,8.05,1002.0,19.0,0,1,0,0,2011-04-15,0,53.0
8806,-8,0,0,13.86,1012.0,23.0,1,0,0,0,2011-04-15,13,28.0
8807,-6,0,0,19.67,1012.0,23.0,1,0,0,0,2011-04-15,14,26.0
8808,-6,0,0,24.59,1012.0,24.0,1,0,0,0,2011-04-15,15,27.0
8809,-6,0,0,29.51,1012.0,23.0,1,0,0,0,2011-04-15,16,25.0
8810,-3,0,0,19.67,1019.0,11.0,0,0,1,0,2011-04-16,0,36.0
8811,-3,0,0,29.06,1010.0,24.0,0,0,1,0,2011-04-16,15,76.0
8812,-2,0,0,36.21,1009.0,24.0,0,0,1,0,2011-04-16,16,87.0
8813,-1,0,0,44.26,1008.0,23.0,0,0,1,0,2011-04-16,17,146.0
