uid,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,y
2053,172,115,104.07555,14,142.07,6.29,1,349.71,141,28,151,0,1,38,51,15,100.42,352,8,100,0
2054,1,94,-1,0,169.72,79.33,1,30.23,7,2,1,0,1,45,10,7,-1,117,8,243,0
2055,1,1,110.5126874,0,53.24265285,19.85764503,1,6.84224512,1,9,1,0,1,7,5,1,0.023896083,17,1,44.64503067,1
2056,1,1,113.65302,4,44.21,6.65,1,0,1,11,1,0,1,2,5,1,17.98,17,6,35,0
2057,0,0,113.1377608,26,36.66206005,15.09112781,1,1.519290937,1,0,1,0,1,2,1,0,104.6931252,14,1,38.40735335,0
2058,195,118,120.57872,93,52.65,25.78,60,5.12,2,181,1,121,1,33,0,18,122.56,41,10,89,1
2059,1,0,-1,0,37.90554917,44.42429984,1,5.469115452,1,15,1,0,1,2,0,0,1.973865137,21,4,32.28552022,0
2060,6,50,121.54355,19,34.26,5.88,1,79.17,14,184,1,0,1,7,9,12,128.37,31,5,40,1
2061,1,1,-1,0,50.13761131,28.50505088,1,80.63823715,1,0,1,0,1,4,0,1,105.1342555,12,1,41.18739489,1
2062,1,3,-1,0,662,3.95,1,12.14,3,118,1,0,1,2,23,2,0.08,42,7,49,1
2063,1,46,116.96701,0,87.27,18.86,1,-1,17,6,1,104,1,4,7,12,-1,52,1,62,0
2064,107,26,-1,0,115.41,53.41,1,39.96,2,8,1,0,1,34,69,29,-1,21,40,114,1
2065,0,0,121.47262,0,25.55,50.95,1,0,2,67,1,0,1,2,15,0,-1,29,1,16,1
2066,0,0,117.4686,5,37.48,99.88,1,0,1,62,1,0,1,11,30,0,25.33,26,4,27,1
2067,1,1,-1,0,24.53438488,37.97018471,1,0,1,0,1,0,1,1,1,1,15.07927619,4,1,18.10797012,0
2068,1,1,120.34272,0,43.78,18.97,126,8.27,2,3,102,0,1,25,63,1,129.22,21,1,32,0
2069,0,0,-1,0,22.44,0,1,0,1,33,1,0,1,2,22,0,-1,5,3,18,1
2070,0,0,-1,27,24.6,16,1,2.29,3,3,1,0,1,5,5,0,26.75,10,5,28,1
2071,147,29,106.52262,4,73.83,23.07,1,167.81,1,4,1,0,1,11,18,82,34.01,6,13,85,1
2072,1,1,118.58282,0,69.47,31.75,1,22.87,1,101,1,0,1,13,86,1,0,61,22,40,1
2073,0,0,-1,0,89.39,0,1,0,2,3,1,75,1,23,88,0,-1,50,4,67,0
2074,1,10,114.27912,0,69.61,21.95,1,42.33,1,22,1,0,1,14,1,11,0.08,23,26,74,1
2075,1,24,-1,0,76.01,14.35,1,3.25,1,10,1,0,1,40,1,16,-1,221,14,54,1
2076,0,0,111.025091,46,28.59081422,34.3315562,1,13.01925145,1,139,1,0,1,2,0,0,135.2884996,31,1,39.23827308,0
2077,1,10,119.6506563,0,115.2360218,17.01906266,1,0.311644096,1,3,1,0,1,3,1,8,-1,48,6,130.1112479,0
2078,55,15,117.27562,1,39.5,84.05,1,0.19,4,22,1,0,1,10,17,10,142.52,47,2,21,1
2079,0,0,-1,0,63.9646491,27.96457436,1,0,1,1,1,0,1,4,0,0,-0.609960419,77,2,42.09804095,1
2080,0,0,110.4311112,29,74.37341719,29.95263019,1,22.5006949,2,17,1,0,1,3,6,0,41.37199261,26,3,72.14968882,0
2081,16,2,-1,0,43.58,30.26,2,0,1,2,1,0,1,22,0,4,-1,19,1,22,1
2082,0,0,-1,4,112.53,16.97,1,0,18,14,1,0,1,18,17,0,3.88,81,15,93,1
2083,0,0,114.06931,29,76.39,13.25,1,0,4,5,1,0,1,14,53,0,39.91,269,2,89,0
2084,1,12,112.4616,0,71.18,24.63,1,23.04,2,35,1,0,1,2,1,6,-1,45,2,62,1
2085,38,148,-1,141,58.23,39.48,1,0.67,1,17,1,0,1,21,59,4,141.03,190,3,86,1
2086,0,0,117.60101,0,106.3,19.01,9,0,1,10,1,176,1,19,0,0,4.69,83,9,110,1
2087,0,0,-1,17,56.25,25.08,1,13.66,1,23,239,21,1,6,7,0,81.17,104,3,39,1
2088,1,1,113.56362,0,62.32,5.9,1,3.26,1,1,1,0,1,28,7,1,0.01,46,1,37,1
2089,0,0,116.38791,0,20.73,32.62,1,1.95,1,0,1,0,1,1,15,0,-1,9,3,11,0
2090,1,1,121.118951,8,63.74908268,14.4684373,1,19.37206455,3,43,1,0,1,6,1,1,185.0213994,77,2,95.85403949,1
2091,0,0,108.32342,0,121.98,42.55,1,27.61,1,45,1,0,1,3,13,0,-1,22,16,129,1
2092,0,0,-1,6,59.82,32.18,1,11.58,9,49,309,0,1,10,1,0,5.08,49,7,56,0
2093,1,33,106.52262,60,80.01,42.37,1,304.14,3,29,1,0,1,31,25,56,95.64,62,31,80,1
2094,1,1,111.9499,49,48.72,24.06,1,0.15,1,26,1,0,1,10,62,1,48.74,89,10,33,0
2095,1,1,113.02431,122,19.28,29.3,1,8.29,1,111,1,0,1,2,60,1,121.03,14,1,21,1
2096,0,0,112.9720843,4,11.66607559,13.78399936,1,7.047398594,1,0,1,0,1,1,0,0,34.03635733,13,1,11.34832702,0
2097,1,1,113.65302,0,37.77,19.7,1,30.39,1,17,1,0,1,17,1,1,-1,59,3,28,1
2098,1,14,104.07555,0,48.74,19.33,1,4.88,2,78,1,0,1,3,14,2,-1,29,2,23,1
2099,139,370,118.58282,0,130.44,28.9,1,131.77,13,98,1,0,1,2,44,21,41.91,142,4,146,0
2100,1,3,122.32705,1,187.77,10.35,1,64.03,4,4,1,134,1,9,48,2,170.72,228,1,148,1
2101,0,0,104.07555,15,47.27,8.64,1,44.21,1,17,1,0,1,3,4,0,14.04,46,7,40,1
2102,0,0,119.90872,14,41.82,34.42,1,0.38,1,3,1,0,1,22,79,0,13.42,15,10,34,1
2103,1,1,-1,12,139.86,31.64,1,0,2,9,59,0,1,107,19,5,51.39,246,4,99,1
2104,1,3,118.58282,26,67.35,24.68,1,122.5,1,30,1,0,1,16,37,4,62.17,96,5,29,1
2105,1,1,-1,47,129.94,9.41,1,16.28,1,18,56,0,1,16,43,1,46.81,78,1,24,1
2106,11,16,121.47262,29,102.75,40.29,123,40.1,11,50,1,0,1,20,112,12,145.92,41,19,91,1
2107,1,2,113.26762,0,63.06,57.34,1,79.67,5,2,1,0,1,33,87,3,-1,208,12,35,1
2108,0,0,-1,0,61.95387955,24.9764845,1,1.151612367,1,1,1,0,1,5,21,0,8.833958177,26,1,45.74508087,0
2109,1,1,104.8134817,0,79.14954821,18.66046949,1,36.38139951,1,1,1,0,1,2,2,0,30.92479189,34,4,75.92116913,0
2110,1,1,113.26762,4,43.47,26.56,1,0.25,16,15,1,0,1,8,19,2,97.47,78,2,35,1
2111,1,14,125.31262,187,58.88,7.75,1,3.36,35,15,1,0,1,22,22,2,206.94,47,1,61,1
2112,27,38,118.58282,7,75.97,13.92,1,198.52,17,2,1,0,1,42,168,7,52.18,70,8,61,1
2113,42,20,109.82756,0,80.48,34.41,1,0,1,16,1,0,1,23,38,14,-1,46,15,67,1
2114,0,0,114.06931,0,58.61,30.19,1,0.21,1,16,1,0,153,27,0,0,-1,52,1,41,1
2115,179,198,116.84981,0,253.81,34.18,1,34.54,7,24,57,0,1,11,48,56,0.52,87,2,291,1
2116,0,0,-1,0,71.85038451,30.51588513,1,1.611457509,1,2,1,0,1,10,2,0,-1,106,1,52.91424173,0
2117,0,0,116.1663333,26,43.91924709,12.02395803,1,45.32983283,1,0,1,0,1,6,4,0,81.24064843,39,1,51.50104479,1
2118,21,183,-1,11,112.22,59.33,1,63.84,22,95,1,56,1,7,19,66,132.41,89,10,64,0
2119,0,0,117.24572,38,49.48,70.51,1,0,2,105,1,0,1,4,30,0,79.51,48,2,22,0
2120,1,1,113.2234053,4,17.09645552,2.098283355,1,4.419817589,1,0,1,0,1,7,0,0,53.00990693,5,1,17.97594953,0
2121,55,19,112.55161,0,68.23,30.36,1,26.19,4,170,1,0,1,2,65,3,182.19,49,4,48,1
2122,1,6,114.34132,5,30.48,2.17,31,4.53,1,3,1,0,1,79,37,3,169.01,31,12,35,1
2123,0,0,121.47262,7,38.95,56.74,1,1.32,1,102,48,0,1,3,65,0,23.02,24,13,44,1
2124,0,0,120.16502,0,103.65,30.3,1,66.2,11,24,1,0,108,5,6,0,0.51,228,14,42,1
2125,138,13,120.74922,39,62.91,49.92,1,118.13,1,61,1,0,1,10,32,15,100.97,19,17,48,1
2126,1,1,112.4616,0,45.24,17.24,1,29.06,3,93,1,0,1,2,1,1,-1,18,1,46,1
2127,0,0,117.24572,15,30.14,98.82,1,0,1,65,1,0,1,43,227,0,182.83,31,2,47,1
2128,1,0,119.4174466,0,95.31443123,10.35058915,1,210.7412982,1,5,1,0,1,3,1,0,15.02036848,21,10,80.16959048,1
2129,0,0,-1,0,22.62,35.88,47,0,4,26,1,0,1,23,0,0,46.08,12,5,19,1
2130,1,2,118.12581,0,31.14,21.27,85,50.94,1,0,1,0,1,1,23,3,89.18,4,2,42,1
2131,0,0,-1,31,27.46,33.55,1,0,1,29,1,0,1,5,26,0,33.13,19,1,23,1
2132,0,0,113.26762,26,90.27,19.3,1,14.56,6,8,1,0,1,4,133,0,45.91,86,1,70,0
2133,1,1,108.6913221,0,125.5841662,12.27500582,1,96.51270044,1,7,1,0,1,3,3,1,54.61190386,55,2,58.07089746,0
2134,1,15,-1,6,52.3,14.63,15,1.2,1,1,1,0,1,11,16,2,19.45,45,1,37,1
2135,1,1,119.2413485,0,114.1829936,19.17510503,1,60.15281022,1,1,1,0,1,3,2,1,3.598357031,98,1,104.4669025,1
2136,1,3,109.82756,7,65.71,20.75,1,105.5,1,21,1,0,1,3,45,4,15.24,26,6,66,1
2137,0,0,113.41933,0,146.86,4.76,1,0,15,1,1,0,1,15,2,0,0.01,116,4,121,1
2138,0,0,-1,0,32.44157036,60.27186941,1,1.352447268,1,6,1,0,1,2,0,0,-1,14,1,17.63059809,1
2139,1,41,120.64772,24,124.64,27.27,1,15.65,4,81,1,0,1,6,14,8,63.74,329,2,133,1
2140,49,32,114.06011,5,58.66,8.7,1,135.81,1,56,1,0,1,19,3,34,202.12,77,11,98,1
2141,1,4,-1,0,36.59,19.18,2,28.5,1,15,1,0,1,3,133,2,-1,9,8,54,0
2142,0,0,-1,0,24.33,52.16,1,29.44,1,58,1,0,1,3,22,0,-1,5,3,7,1
2143,15,65,120.16502,33,176.97,4.96,1,73.38,1,9,1,0,1,5,17,7,30.3,225,14,169,1
2144,1,3,112.55161,0,88.27,32.26,1,0,1,13,1,0,1,15,62,3,-1,38,2,46,1
2145,1,1,-1,0,57.60428276,24.65778785,1,80.4864875,1,0,1,0,1,4,4,1,3.880444624,30,2,45.84294696,0
2146,0,0,-1,0,79.51485354,44.50396901,1,5.117366211,1,0,1,0,1,1,0,0,-1,21,2,50.12791849,0
2147,1,1,119.119,69,65.3,49.36,1,10.54,4,19,1,54,1,19,2,1,72.29,85,68,70,1
2148,1,1,121.3413921,0,109.3150537,23.37719568,1,-0.051009312,1,3,1,0,1,7,11,1,-1,37,1,77.18385101,0
2149,0,0,108.2091685,0,25.45914663,50.66912682,1,10.0303494,1,0,1,0,1,4,1,0,25.07586856,13,4,18.20726552,0
2150,1,1,113.11061,67,22.03,24.79,1,2.78,1,36,1,0,1,20,159,1,66.67,23,3,17,0
2151,0,0,113.26762,0,30.32,20.61,1,0,1,6,1,0,1,5,34,0,-1,19,2,30,0
2152,1,0,79.02974661,0,87.09367603,32.36410829,1,400.7910377,1,5,1,0,1,11,6,0,11.05613477,22,6,63.31788993,0
2153,1,1,117.4002587,0,53.3765953,22.85902398,1,13.26387325,1,1,1,0,1,3,5,1,21.7136107,34,1,40.97198253,1
2154,1,5,113.41933,31,65.28,18.14,6,0,7,14,1,0,1,5,12,7,106.05,364,5,42,1
2155,1,8,113.41933,2,24.53,66.15,1,0,7,222,1,0,1,2,26,5,103.96,211,6,35,1
2156,1,1,-1,0,27.42,20.24,1,1.25,1,0,1,0,1,1,1,1,-1,4,2,27,0
2157,122,220,-1,7,71.55,27.92,1,0,1,28,56,0,1,17,8,5,17.07,26,10,67,0
2158,1,1,119.498265,0,125.3314714,73.70908707,1,218.7091442,1,3,1,0,1,6,5,1,56.49036874,94,1,167.1184354,0
2159,129,363,-1,23,85.23,0,1,0,3,6,1,81,1,11,1,121,114.03,137,12,68,1
2160,0,0,-1,43,32.72,41.38,4,0.34,10,20,1,0,1,17,33,0,56.74,34,1,14,1
2161,1,27,113.41933,25,14.07,40.42,1,0.46,2,221,1,0,1,2,40,9,96.24,22,1,15,1
2162,1,1,-1,0,26.70185469,26.53011589,1,18.42749789,1,0,1,0,1,1,1,1,13.71157485,12,4,18.55018387,0
2163,0,0,114.48893,32,47.09,13.33,1,3.36,1,12,1,0,1,2,17,0,31.57,25,2,31,1
2164,1,60,113.26762,34,107.82,18.27,1,17.73,13,238,1,10,82,13,7,9,193.24,154,21,118,1
2165,0,0,-1,0,22.72,10.31,1,1.82,1,6,1,0,1,7,0,0,-1,12,1,17,1
2166,0,0,108.9356,14,61.88,16.08,1,11.97,1,16,51,107,1,58,15,0,14.37,36,11,48,1
2167,1,4,113.02431,0,62.65,44.57,1,109.26,1,30,1,0,1,17,30,4,-1,59,6,46,1
2168,38,45,112.74427,0,138.87,16.79,22,1.39,10,25,1,0,1,8,174,15,21.35,187,9,116,1
2169,1,0,113.3613169,0,68.009148,18.64302061,1,46.80252154,1,12,1,0,1,6,3,0,8.436217423,32,2,68.84457447,0
2170,0,0,106.52262,0,61.92,33.19,2,1.83,3,81,1,0,1,4,20,0,-1,120,6,35,1
2171,1,1,120.5733244,0,189.5844587,63.21580408,1,67.87809375,1,25,1,0,1,6,1,0,15.19851576,245,4,220.0448777,0
2172,1,1,-1,0,172.73,64.77,1,0,1,0,1,0,1,1,21,1,-1,139,4,97,1
2173,30,25,105.44411,99,54.86,29.03,1,1.22,1,18,1,0,1,29,7,2,98.12,33,6,39,1
2174,0,0,-1,6,38.27,12.36,3,7.31,2,83,1,85,1,2,0,0,140.64,32,3,24,1
2175,1,1,119.5649529,8,39.08931678,51.1697075,1,23.22728207,1,5,1,0,1,8,19,1,169.2911288,8,1,37.98589034,0
2176,10,5,-1,0,96.02,33.16,22,2.31,1,1,1,42,1,5,84,15,21.06,39,3,112,1
2177,1,0,119.6542012,0,71.13628041,28.86330253,1,303.2931945,1,5,1,0,1,1,6,0,3.735382706,22,1,23.47448472,0
2178,0,0,-1,1,42.1,17.77,1,12.72,1,150,1,0,1,3,1,0,0.65,48,1,35,1
2179,107,26,113.11061,4,135.84,38.33,1,1.55,4,9,1,121,1,2,21,4,72.26,173,5,94,1
2180,1,1,-1,0,91.06838885,5.385356074,1,21.4617817,1,12,1,0,1,7,7,1,19.67094819,97,1,88.17001711,1
2181,1,6,118.58282,0,54.24,0,1,0,1,91,1,0,1,3,44,2,-1,81,7,13,1
2182,1,1,116.8456042,0,61.47703959,19.88118724,1,18.57575736,1,18,1,0,1,7,1,4,-1,22,13,69.02915696,0
2183,0,0,-1,0,78.91438317,62.26145964,1,0.077405524,1,6,1,0,1,2,2,0,0.072357337,166,1,20.99036274,1
2184,0,0,104.9479156,4,59.91318468,37.51168768,1,399.4539432,1,8,1,0,1,3,78,0,163.9518961,109,17,60.68760022,0
2185,0,0,-1,0,83.83097386,25.91945339,1,0.091779175,1,7,1,0,1,14,4,0,161.877001,94,2,78.99590053,0
2186,1,1,120.74922,3,107.66,36.23,1,26.47,7,4,1,0,1,18,4,2,2.87,301,3,71,1
2187,1,3,123.0247501,0,105.8046764,11.78174152,1,72.64226802,1,7,1,0,1,3,2,3,61.53932431,98,1,114.9737059,0
2188,0,0,110.14511,0,28.94,17.2,3,38.45,1,65,26,0,1,4,6,0,2.63,23,2,21,1
2189,1,1,-1,0,30.37939213,1.136254791,1,0,1,0,1,0,1,1,0,1,-0.016274801,24,1,24.78661882,0
2190,53,11,112.29661,11,53.38,16.88,1,39.95,1,9,1,0,34,18,49,4,10.53,29,2,41,1
2191,0,0,108.9356,0,87.09,70.99,1,19.87,1,37,89,0,1,17,3,0,0.01,69,6,56,0
2192,21,90,104.6484,0,58.02,13.11,1,136.41,14,6,247,0,1,22,13,24,-1,70,3,57,0
2193,1,1,117.203054,0,87.94092986,18.1757844,1,-0.926190334,1,14,1,0,1,7,3,3,-0.253784279,95,1,65.10000596,0
2194,0,0,-1,23,61.96,23.37,1,0,1,1,1,0,1,39,30,0,67.82,57,1,58,1
2195,0,0,113.65302,14,47.85,18.39,26,1.93,8,1,1,0,1,101,223,0,185.9,116,3,51,0
2196,1,0,117.5558292,4,56.05669393,42.44772239,1,94.63693007,1,38,1,0,1,2,3,0,19.32311033,38,4,41.69363023,0
2197,1,1,111.525,19,23.95,17.44,1,15.75,1,21,1,0,1,7,28,1,19.52,11,1,19,1
2198,1,0,117.9481027,0,71.24495292,12.38836097,1,52.13700942,1,38,1,0,1,11,20,0,20.31155125,58,1,47.74310474,0
2199,0,0,-1,0,180.57,42.24,1,0.82,3,13,1,0,1,3,2,0,-1,133,5,160,1
2200,81,150,116.38791,50,144.79,13.4,1,41.69,167,1,1,42,1,16,33,24,50.74,178,10,167,1
2201,0,0,-1,77,38.73,16.37,1,0,1,7,1,0,1,10,4,0,106.96,28,2,51,0
2202,8,46,118.926,154,28.85,39.88,1,17.4,1,29,1,0,1,38,18,7,152.64,31,1,14,0
2203,1,1,117.60101,17,87.79,9.56,1,84.71,4,30,1,0,1,3,19,1,16.07,73,1,70,1
2204,1,1,-1,0,42.45,16.82,1,11.56,1,43,1,0,1,3,1,2,-1,27,2,30,1
2205,33,12,121.47262,16,42.86,31.61,1,31.57,1,4,1,0,1,8,20,2,29.67,30,3,40,0
2206,1,1,118.30532,11,42.33,24.85,1,24.18,15,106,1,105,1,7,151,1,91.67,51,1,32,1
2207,1,22,117.65462,0,111.91,0,14,0,1,54,1,0,1,6,13,11,13.12,55,11,107,1
2208,0,0,-1,0,92.39,45.18,1,0,7,8,1,0,1,11,31,0,-1,114,5,72,1
2209,5,32,118.926,23,144.7,33.23,1,32.77,13,8,317,0,1,28,4,10,90.49,212,4,68,1
2210,0,0,-1,5,104.2,-1,1,20.33,1,32,1,0,1,10,0,0,4.08,167,3,68,1
2211,0,0,-1,37,18.76,41.03,1,5.45,5,37,1,0,1,7,38,0,75.24,12,4,21,0
2212,1,1,-1,0,48.30149727,52.84250498,1,0,1,19,1,0,1,4,54,3,4.917101983,5,2,51.02685276,0
2213,1,4,-1,0,33.69,14.5,1,0,2,158,1,0,1,3,10,14,-1,42,1,18,0
2214,1,0,112.2159572,0,155.2642981,7.371849843,1,36.02768871,1,25,1,0,1,4,9,0,2.379039498,73,2,196.4992163,0
2215,0,0,-1,0,24.75,78.14,1,0,1,8,1,0,1,12,47,0,0.01,13,2,22,1
2216,33,43,113.26762,0,88.71,41.29,122,0.75,17,14,1,0,1,18,0,2,125.53,223,3,20,1
2217,159,141,104.07555,75,45.52,9.48,1,10.81,1,0,1,0,1,1,101,14,74.39,44,1,29,1
2218,1,1,109.49847,0,106.37,27.18,1,52.29,2,25,1,0,1,10,9,3,0.48,96,9,64,1
2219,1,3,120.08366,170,40.36,36.55,1,0,3,44,1,0,1,4,66,3,177.1,49,1,41,1
2220,0,0,114.06931,0,66.92,12,1,10.39,5,11,1,0,1,23,100,0,-1,79,1,32,1
2221,9,107,108.61462,14,44.98,16.18,1,31.36,4,5,1,0,1,11,104,6,19.87,31,2,26,1
2222,1,1,113.3931074,0,63.96356551,27.0404828,1,1.819720685,1,15,1,0,1,2,1,1,11.86279118,19,2,54.17927896,0
2223,0,0,-1,0,40.21,27.11,1,0,1,26,1,0,1,1,0,0,-1,116,1,25,1
2224,1,1,116.96701,6,60.32,24.22,1,83.27,8,31,1,0,1,22,1,1,45.28,39,2,53,0
2225,71,24,114.27912,13,137,21.73,1,109.05,12,12,1,0,1,12,48,12,34.11,50,16,132,1
2226,1,62,120.16502,58,73.49,6.39,1,113.17,6,27,1,0,1,9,23,5,57.38,77,10,71,1
2227,0,0,102.70201,0,42.48,35.31,13,0.76,2,156,1,116,1,2,9,0,12.16,68,5,14,1
2228,15,8,112.2465,0,118.64,49.64,1,3.5,50,2,319,91,1,130,89,11,0.4,292,36,88,1
2229,0,0,118.926,0,25.89,45.48,1,9.58,1,5,1,0,1,15,13,0,-1,4,1,19,1
2230,1,3,-1,0,76.59,-1,15,27.33,3,79,1,0,1,6,1,13,13.67,80,5,44,1
2231,0,0,118.7609,0,26.67,16.82,1,2.23,1,10,1,0,1,24,117,0,-1,21,1,27,1
2232,1,1,118.58282,5,33.87,44.79,1,14.62,1,15,1,0,41,8,2,1,8.98,15,21,35,1
2233,12,15,118.011,0,13.19,3.61,29,17.94,1,0,1,0,1,1,4,12,-1,4,1,16,1
2234,0,0,116.67552,7,82.98,67.64,1,0,1,59,1,0,223,1,22,0,6.97,72,12,67,1
2235,0,0,-1,0,61.0270729,16.56178834,1,4.227385534,1,1,1,0,1,5,4,0,16.32916806,31,2,67.85404968,0
2236,30,13,115.63542,0,133.62,13.3,1,283.71,13,21,1,0,1,17,0,15,-1,84,3,103,1
2237,1,10,112.55161,35,154.26,9.99,1,107.44,32,11,1,3,1,4,12,6,45.33,109,3,187,1
2238,72,50,118.011,26,119.63,0,150,0,2,43,1,0,1,16,21,2,135.8,136,42,70,1
2239,30,29,-1,0,84.85,4.93,1,43.48,1,19,1,0,1,8,11,11,-1,29,2,61,1
2240,0,0,121.2379554,5,35.00915967,28.26494731,1,1.333011967,1,19,1,0,1,4,26,0,120.1505928,13,1,43.18973551,0
2241,173,115,114.27912,0,353.52,42.28,1,9.85,2,47,1,0,1,24,13,22,-1,379,16,274,1
2242,21,24,113.55681,46,75.51,25.18,1,0.39,1,63,1,0,1,6,22,28,122.43,175,14,46,0
2243,97,19,121.03892,9,207.74,65.28,1,98.76,155,32,97,0,5,16,2,3,11.68,267,124,200,0
2244,1,1,116.032646,0,167.96,81.87,1,0,45,3,1,0,1,21,1,1,0.01,163,40,160,1
2245,1,6,119.119,0,37.84,3.53,1,13.71,2,13,1,0,1,3,74,4,68.95,20,1,32,1
2246,0,0,112.4616,0,47.32,28.18,1,27.2,2,41,1,0,1,3,11,0,18.2,38,1,38,1
2247,1,10,121.00093,14,69.02,18.73,1,6.06,1,21,1,167,1,6,3,6,13.38,173,3,34,1
2248,0,0,-1,0,31.43,26.87,1,0,9,85,1,0,1,4,44,0,-1,59,2,28,1
2249,0,0,116.38791,0,103.21,17.98,1,0,5,25,1,0,1,3,34,0,-1,108,28,67,1
2250,1,1,120.74922,0,145.42,0,1,0,2,12,1,0,1,10,20,1,-1,63,1,118,1
2251,0,0,121.47262,13,55.3,94.76,1,0.17,1,54,1,0,237,16,2,0,13.03,78,5,34,1
2252,0,0,123.17132,0,51.08,17.56,1,0,1,6,1,0,1,12,11,0,-1,440,2,42,1
2253,36,50,-1,0,292.77,39.34,1,0,1,1,1,0,1,20,25,5,-1,465,1,261,1
2254,1,2,-1,0,35.39,18.99,1,0,2,91,1,0,1,8,77,8,-1,29,1,30,1
2255,1,0,117.0716556,5,221.798224,33.45530481,1,95.39439359,2,1,1,0,1,2,5,0,84.55591966,91,23,122.9293671,0
2256,1,3,-1,10,70.64,26.01,1,0,1,26,1,0,1,24,49,4,9.18,31,16,80,1
2257,0,0,113.10101,0,48.54,28.58,7,64.81,1,1,1,0,1,10,7,0,6.27,16,2,25,1
2258,1,1,116.38791,0,94.33,19.32,1,6.97,1,11,49,0,1,10,27,1,-1,154,3,50,1
2259,0,0,112.96831,0,33.07,0,1,15.23,2,13,1,0,1,1,10,0,0.01,22,1,33,1
2260,7,3,121.57652,10,162.57,41.83,1,79.49,1,33,131,0,1,37,3,2,55.95,254,23,108,0
2261,1,1,116.38791,0,70.07,48.48,2,0,2,6,1,0,1,15,82,1,9.78,37,11,62,1
2262,0,0,-1,18,61.83,3.14,1,0,2,5,1,0,1,25,3,0,35.01,83,1,45,1
2263,0,0,-1,0,44.39,47.94,1,0,1,26,1,0,1,16,1,0,-1,21,3,37,1
2264,12,20,114.39762,78,245.21,8.31,1,0.74,54,28,1,0,1,7,23,10,77.16,265,6,124,1
2265,119,87,120.61312,84,65.47,18.32,1,7.25,1,11,1,0,1,11,1,4,166.85,93,3,28,1
2266,148,29,-1,0,46.67,8.51,1,79.1,3,74,1,0,1,4,11,10,-1,17,3,51,0
2267,1,3,116.11892,9,60.71,48.1,1,0.14,8,84,1,0,1,3,0,5,68.62,43,24,67,1
2268,1,1,110.5735683,0,94.70036577,12.15362508,1,33.78115981,1,7,1,0,1,3,0,4,1.010500998,48,3,96.57326955,0
2269,16,25,119.119,15,34.94,31.39,1,4.09,2,12,1,0,1,5,178,68,115.92,44,1,33,1
2270,0,0,-1,0,32.70126354,27.22103912,1,31.70470416,1,0,1,0,1,1,0,0,-1,21,1,32.8587458,0
2271,0,0,109.01382,0,51.23,34.29,2,0,3,30,1,0,190,17,32,0,1.22,46,2,32,1
2272,1,9,116.67552,5,44.15,74.66,1,0,1,6,1,0,1,15,48,3,3.32,10,31,42,1
2273,0,0,113.26762,0,34.84314972,24.93346702,1,1.23399422,1,0,1,0,1,5,0,0,-0.616339979,41,1,27.53201156,0
2274,1,1,118.18012,0,133.88,2.77,1,3.69,1,3,1,0,1,6,4,1,-1,20,1,22,1
2275,1,0,117.5183983,14,64.06446649,20.06257026,1,25.61538267,3,22,1,0,1,19,28,3,228.0433836,95,3,66.57516869,0
2276,1,11,109.94512,0,73.33,25.07,1,23.15,3,28,1,0,1,5,19,2,-1,39,17,76,1
2277,0,0,119.3540925,8,78.18939285,71.27586607,1,82.04253208,1,4,1,0,1,6,6,0,89.09604817,39,20,82.47544934,0
2278,53,4,116.38791,103,63.65,32.73,5,35.11,4,13,1,206,1,32,28,3,229.02,145,3,58,0
2279,15,95,119.30322,19,68.88,13.82,1,23.23,1,24,1,0,1,8,7,35,15.14,31,8,90,1
2280,23,43,116.48282,0,66.02,8.94,1,25.01,1,113,1,11,1,2,5,3,-1,59,5,63,1
2281,0,0,-1,0,31.99635469,32.23660003,1,0,1,1,1,0,1,1,0,0,13.23835831,12,1,33.4630215,0
2282,64,83,121.00093,12,43.66,5.59,1,5.2,1,81,1,0,1,2,12,3,55.13,84,14,24,1
2283,0,0,-1,12,42.55767152,29.55952998,1,38.47606443,1,5,1,0,1,4,0,0,73.1025229,12,1,22.85947786,0
2284,0,0,117.24572,0,28.91,99.26,1,0,1,45,1,0,1,7,7,0,-1,10,2,26,1
2285,1,0,108.8343883,0,39.46492823,45.86847933,1,1.517476188,1,0,1,0,1,1,1,0,8.371141307,12,2,42.94347115,1
2286,31,31,112.96831,0,265.61,13.13,1,135.11,11,4,1,0,1,7,14,3,-1,235,8,217,1
2287,0,0,116.11892,4,59.74,23.28,1,19,1,15,1,0,1,6,7,0,7.18,25,4,42,1
2288,1,14,121.57652,0,98.24,18.27,1,0,8,18,1,0,1,46,12,2,0,98,1,64,1
2289,1,1,116.574979,15,96.1538026,50.04077961,1,97.59356652,3,2,1,0,1,6,4,1,101.2763929,145,14,141.273909,0
2290,0,0,106.52262,0,54.69,11,1,0,1,0,1,0,1,1,1,0,-1,44,3,24,1
2291,1,1,104.07555,5,72.21,28.08,1,29.9,13,1,1,0,1,5,9,4,187.3,38,8,57,1
2292,139,182,107.6068,23,57.38,37.4,1,230.97,2,10,19,0,1,10,9,53,124.23,18,27,59,1
2293,0,0,119.4748288,13,35.90367743,40.58832301,1,8.162913403,1,0,1,0,1,1,5,0,90.60277418,39,1,30.40752343,0
2294,0,0,114.1264084,4,17.50764578,38.99800879,1,12.24473553,1,96,1,0,1,2,12,0,168.4105494,31,1,28.79320053,0
