ID,Label,Email
1319,ham,Are you staying in town ?
1320,ham,"Yo, any way we could pick something up tonight?"
1321,ham,Are you this much buzy
1322,ham,"Alright we're hooked up, where you guys at"
1323,ham,Depends on where u going lor.
1324,ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.
1325,ham,Oh you got many responsibilities.
1326,ham,Check with nuerologist.
1327,ham,Nah dub but je still buff
1328,ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
1329,spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
1330,ham,"Yes obviously, but you are the eggs-pert and the potato head壽_ Speak soon! "
1331,ham,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
1332,ham,Hahaha..use your brain dear
1333,ham,I like to talk pa but am not able to. I dont know y.
1334,ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
1335,ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
1336,ham,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?"
1337,ham,Lol its ok I didn't remember til last nite
1338,spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you
1339,ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
1340,ham,Lmao you know me so well...
1341,ham,No prob. I will send to your email.
1342,ham,Be sure to check your yahoo email. We sent photos yesterday
1343,ham,Remember to ask alex about his pizza
1344,ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
1345,ham,Forgot to tell ?smth.. Can ?like number the sections so that it's clearer..
1346,ham,Yup i'm elaborating on the safety aspects and some other issues..
1347,ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
1348,ham,Also are you bringing galileo or dobby
1349,ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
1350,spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
1351,ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
1352,ham,I dont have i shall buy one dear
1353,spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
1354,ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
1355,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 
1356,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
1357,ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK 逶MORROW. C U THIS WK? WHO WAS THE MSG 4? ?RANDOM!
1358,ham,Thanks for loving me so. You rock
1359,ham,S now only i took tablets . Reaction morning only.
1360,ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
1361,ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
1362,ham,Is avatar supposed to have subtoitles
1363,ham,But i'll b going 2 sch on mon. My sis need 2 take smth.
1364,ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
1365,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
1366,ham,"Just checked out, heading out to drop off my stuff now"
1367,ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
1368,ham,Very hurting n meaningful lines ever: \I compromised everything for my love
1369,ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
1370,ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
1371,spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
1372,ham,It's justbeen overa week since we broke up and already our brains are going to mush!
1373,ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
1374,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. ?.50 SP:Tyrone
1375,ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
1376,ham,Oops my phone died and I didn't even know. Yeah I like it better.
1377,ham,Enjoy urself tmr...
1378,ham,No i am not having not any movies in my laptop
1379,ham,Sorry de i went to shop.
1380,spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
1381,ham,Can i get your opinion on something first?
1382,ham,No screaming means shouting..
1383,ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
1384,ham,K tell me anything about you.
1385,spam,"URGENT! Your Mobile No 07808726822 was awarded a ?,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
1386,ham,U repeat e instructions again. Wat's e road name of ur house?
1387,ham,"Sorry, I'll call later  &lt;#&gt; mins"
1388,ham,"Aight, I'll text you when I'm back"
1389,ham,Yes:)here tv is always available in work place..
1390,ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)"""
1391,ham,Let me know when you've got the money so carlos can make the call
1392,ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
1393,ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
1394,spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
1395,ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
1396,ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
1397,spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
1398,spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
1399,ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?
1400,ham,"I can't, I don't have her number!"
1401,ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
1402,ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
1403,ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
1404,ham,Huh but i cant go 2 ur house empty handed right?
1405,ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
1406,ham,.Please charge my mobile when you get up in morning.
1407,ham,You do what all you like
1408,ham,So dont use hook up any how
1409,ham,This is all just creepy and crazy to me.
1410,spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
1411,ham,Ok.
1412,ham,Much better now thanks lol
1413,spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
1414,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
1415,ham,"I can't right this second, gotta hit people up first"
1416,ham,I need details about that online job.
1417,spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
1418,ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
1419,ham,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
1420,ham,Wat's my dear doing? Sleeping ah?
1421,ham,Are you not around or just still asleep? :V
1422,ham,You will be in the place of that man
1423,ham,Not yet chikku..wat abt u?
1424,ham,I am waiting for your call sir.
1425,ham,R ?comin back for dinner?
1426,ham,Guai... ?shd haf seen him when he's naughty... ?so free today? Can go jogging...
1427,ham,Ok lor...
1428,ham,Or just do that 6times
1429,ham,Hmm thinking lor...
1430,spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
1431,ham,Why didn't u call on your lunch?
1432,ham,Then why no one talking to me
1433,ham,"Nah can't help you there, I've never had an iphone"
1434,ham,Got meh... When?
1435,ham,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
1436,ham,Did you show him and wot did he say or could u not c him 4 dust?
1437,ham,"Aight, I'll hit you up when I get some cash"
1438,ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
1439,ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
1440,ham,Nope i'm not drivin... I neva develop da photos lei...
1441,ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time
1442,ham,"That壽鱯 the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
1443,spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play ?50k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
1444,ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
1445,ham,Oh god. I'm gonna Google nearby cliffs now.
1446,ham,"That's fine, have him give me a call if he knows what he wants or has any questions"
1447,ham,Aiyar sorry lor forgot 2 tell u...
1448,spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
1449,ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
1450,spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
1451,ham,Great comedy..cant stop laughing da:)
1452,ham,7 lor... Change 2 suntec... Wat time u coming?
1453,ham,Wah lucky man... Then can save money... Hee...
1454,ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
1455,ham,"And that's fine, I got enough bud to last most of the night at least"
1456,ham,She doesnt need any test.
1457,ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
1458,ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
1459,spam,You have 1 new voicemail. Please call 08719181513.
1460,ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
1461,ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
1462,ham,Haf u found him? I feel so stupid da v cam was working.
1463,ham,How come i din c ?.. Yup i cut my hair...
1464,ham,I AM AT A PARTY WITH ALEX NICHOLS
1465,ham,Hello madam how are you ?
1466,ham,Did u see what I posted on your Facebook?
1467,ham,"Alright, see you in a bit"
1468,ham,5 nights...We nt staying at port step liao...Too ex
1469,ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
1470,ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
1471,ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
1472,ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
1473,ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
1474,ham,How much she payed. Suganya.
1475,ham,"Yeah, probably earlier than that"
1476,ham,Can i meet ?at 5.. As 4 where depends on where ?wan 2 in lor..
1477,ham,"Come to mu, we're sorting out our narcotics situation"
1478,ham,When i have stuff to sell i.ll tell you
1479,ham,"Oops I did have it,  &lt;#&gt; ?"
1480,ham,"I think I壽鱩 waiting for the same bus! Inform me when you get there, if you ever get there."
1481,ham,"Yep, by the pretty sculpture"
1482,ham,Yes princess! I want to please you every night. Your wish is my command...
1483,ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
1484,ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
1485,ham,Call him and say you not coming today ok and tell them not to fool me like this ok
1486,ham,"Fuuuuck I need to stop sleepin, sup"
1487,ham,I have to take exam with march 3
1488,ham,Im good! I have been thinking about you...
1489,ham,What was she looking for?
1490,ham,Sorry . I will be able to get to you. See you in the morning.
1491,ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
1492,ham,PICK UR FONE UP NOW U DUMB?
1493,spam,WINNER!! As a valued network customer you have been selected to receivea ?00 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
1494,ham,Then ?ask dad to pick ?up lar... ?wan 2 stay until 6 meh...
1495,ham,You in your room? I need a few
1496,ham,O we cant see if we can join denis and mina? Or does denis want alone time
1497,ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
1498,ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
1499,ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... 
1500,ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
1501,ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
1502,ham,Finish liao... U?
1503,ham,Draw va?i dont think so:)
1504,ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
1505,spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
1506,ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
1507,ham,?still attending da talks?
1508,spam,"U can WIN ?00 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
1509,ham,You bad girl. I can still remember them
1510,ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
1511,ham,Ok no prob... I'll come after lunch then...
1512,ham,If you have belive me. Come to my home.
1513,ham,I'm leaving my house now.
1514,ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
1515,ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
1516,ham,Haha... can... But i'm having dinner with my cousin...
1517,ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
1518,ham,Simply sitting and watching match in office..
1519,ham,What time you coming down later? 
1520,ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
1521,ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
1522,ham,Really dun bluff me leh... U sleep early too. Nite...
1523,ham,Then u drive lor.
1524,ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
1525,ham,One of best dialogue in cute reltnship..!! \Wen i Die
1526,spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or ?000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
1527,ham,Thats cool. How was your day?
1528,ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
1529,ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
1530,ham,"Sir, i am waiting for your call."
1531,ham,Whos this am in class:-)
1532,ham,Hey u still at the gym?
1533,ham,I'm now but have to wait till 2 for the bus to pick me.
1534,ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
1535,ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; "
1536,ham,"Thank you. And by the way, I just lost."
1537,ham,I might go 2 sch. Yar at e salon now v boring.
1538,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
1539,ham,When u wana see it then
1540,ham,"Sorry, I'll call later"
1541,ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
1542,ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
1543,ham,I went to project centre
1544,ham,I know you are serving. I mean what are you doing now.
1545,ham,Goodmorning sleeping ga.
1546,ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
1547,ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
1548,ham,Ew are you one of them?
1549,ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...
1550,ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
1551,ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
1552,spam,Call from 08702490080 - tells u 2 call 09066358152 to claim ?000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
1553,ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
1554,ham,What makes you most happy?
1555,ham,So how's the weather over there?
1556,ham,Haven't left yet so probably gonna be here til dinner
1557,ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
1558,ham,Can you please send me my aunty's number
1559,spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
1560,ham,My battery is low babe
1561,spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
1562,spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX ?.50
1563,ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
1564,ham,Erutupalam thandiyachu
1565,ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough 壽_"
1566,ham,Hey mr whats the name of that bill brison book the one about language and words 
1567,spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
1568,ham,And whenever you and i see we can still hook up too.
1569,ham,Are you driving or training?
1570,ham,Yes i thought so. Thanks.
1571,ham,Didn't you get hep b immunisation in nigeria.
1572,ham,Nope thats fine. I might have a nap tho! 
1573,ham,Yes there were many sweets
1574,ham,"Dear, will call Tmorrow.pls accomodate."
1575,spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
1576,ham,Apo all other are mokka players only
1577,ham,"It's cool, we can last a little while. Getting more any time soon?"
1578,ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
1579,ham,I am in hospital da. . I will return home in evening
1580,ham,Tell dear what happen to you. Why you talking to me like an alian
1581,ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
1582,ham,Actually getting ready to leave the house.
1583,ham,U in town alone?
1584,ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
1585,ham,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\"""""
1586,ham,Ok no prob
1587,ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
1588,ham,Am in film ill call you later.
1589,ham,I've not sent it. He can send me.
1590,ham,Cab is available.they pick up and drop at door steps.
1591,ham,Kothi print out marandratha.
1592,ham,Can ?send me a copy of da report?
1593,ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
1594,ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
1595,ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
1596,ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
1597,spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg ?.50"
1598,spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
1599,ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
1600,ham,Surely result will offer:)
1601,ham,Apart from the one i told you about yesterday?
1602,ham,Ok
1603,ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
1604,ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
1605,ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
1606,ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
1607,ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
1608,ham,Hmmm.but you should give it on one day..
1609,ham,I though we shd go out n have some fun so bar in town or something ?sound ok?
1610,ham,Don no da:)whats you plan?
1611,ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
1612,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
1613,ham,Hey tmr meet at bugis 930 ?
1614,ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
1615,ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
1616,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
1617,ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
1618,ham,"It's wylie, you in tampa or sarasota?"
1619,ham,"Yeah, probably here for a while"
1620,ham,When did i use soc... I use it only at home... ?dunno how 2 type it in word ar...
1621,ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
1622,ham,That sucks. I'll go over so u can do my hair. You'll do it free right?
1623,ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
1624,ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
1625,ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
1626,ham,get ready to moan and scream :)
1627,ham,Did u got that persons story
1628,ham,Is toshiba portege m100 gd?
1629,ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
1630,ham,Ard 530 like dat lor. We juz meet in mrt station then ?dun haf to come out.
1631,ham,Babe ? I lost you ... :-(
1632,ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
1633,ham,I'm home.
1634,ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
1635,ham,S da..al r above  &lt;#&gt;
1636,ham,So lets make it saturday or monday as per convenience.
1637,ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
1638,ham,Ok i am on the way to home hi hi
1639,ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
1640,ham,K:)i will give my kvb acc details:)
1641,ham,\Hey j! r u feeling any better
1642,ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
1643,spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
1644,ham,Jokin only lar... :-) depends on which phone my father can get lor...
1645,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
1646,ham,I just really need shit before tomorrow and I know you won't be awake before like 6
1647,ham,"Until 545 lor... Ya, can go 4 dinner together..."
1648,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
1649,ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
1650,ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
