content,creationTime,score,userClient,productColor,productSize,referenceTime,nickname,days
"外形外观：外观设计风格，非常完美，白色机身更显整洁。
屏幕音效：6.7寸OLED屏幕更加细腻，120hz刷新率非常流畅，
拍照效果：加入了微距补齐了去年iPhone12max的短板
运行速度：6Gb运行内存，苹果其实不像安卓那么吃内存
待机时间：今年iPhone 13promax重新定义了续航
其他特色：Ios15.4还加入了口罩解锁 最好的功能",2022-04-25 08:57:18,5.0,2.0,银色,256GB,2022-02-24 21:25:33,花***愁,60.0
"屏幕很大，显示很
清晰，系统很流畅，用起来很顺手。个人很喜欢远峰蓝
色，中性低调商务风电池续航抗打，不游戏两天一充可
以了音质佳，听音乐优秀信号就那样吧，不算特别强，
也不算特别弱拍照不错，尤其人像有景深效果，屏幕分
辨率高",2022-07-21 19:51:49,5.0,2.0,远峰蓝色,256GB,2022-06-10 11:02:09,起***1,41.0
"苹果确实是值得信赖的品牌
价格虽然真的贵了些
但是入手后会发现物有所值
用起来并不紧紧是品牌效应带来的优越感
还有真正使用时纵享丝滑的体验
整体外观很棒，而且手感很好，
将近300g的分量拿起来很沉稳，还有电池耐用很佳，
内存1TB很足，，整体来说很棒，
即使20w的充电充满要2个小时确实久一点
不过充满后电池电量是真的会耐用就会让人好接受些，，整体很棒，值得推荐，
不论已经出的14，还是这款13，都是值得推荐的，",2022-09-10 18:36:39,5.0,4.0,银色,1TB,2022-09-06 11:29:23,幸***较,4.0
"整体评价：很不错，心心念念好长时间了，从刚出来就像入手一件，知道双十一才下定决心要买，虽说时间长了点儿，贵了点儿，但是入手后绝对不亏。
外形外观：远峰蓝色，不同于以往的黑白金。
屏幕音效：屏幕效果绝对赞，音效也可以。
拍照效果：拍照效果完美。
运行速度：速度很快，没的说，对比安卓机很少卡顿。
待机时间：现在还没运行，刚开机。
其他特色：正在研究中，后续补上。",2021-11-17 15:45:52,5.0,4.0,远峰蓝色,128GB,2021-11-12 13:15:22,j***B,5.0
"外形外观：颜色真的超级好看呀。一开始不想要绿色，后来因为跟宝宝一天出生所以选择的。到了之后真是是惊艳，很喜欢
屏幕音效：屏幕光滑清晰，音效也挺好
拍照效果：拍照像素高十分清楚，还有人像自动对焦
运行速度：快
待机时间：一天没问题，充电一会就满了",2022-07-03 20:41:59,5.0,2.0,苍岭绿色,512GB,2022-06-17 20:24:12,小***0,16.0
"外形外观：外形完美，漂亮
屏幕音效：大屏用着就是爽
拍照效果：同级无敌了
运行速度：运行很快，流畅，不卡，确实可以
待机时间：iPhone 13 pro max大屏旗舰，电池耐用，赞",2022-07-15 19:17:45,5.0,2.0,苍岭绿色,128GB,2022-07-14 21:50:19,a***1,1.0
"外形外观：美观大方，摸起来手感不错
屏幕音效：音响效果狠狠好，很不错
拍照效果：拍照清晰，
运行速度：运行速度快，切换起来丝滑流畅",2022-11-17 17:45:34,5.0,4.0,金色,256GB,2022-09-18 08:45:58,c***t,60.0
"外形外观：中规中矩，其实很喜欢这种直屏，曲屏反而不喜欢，半斤机名不虚传，很有分量。
屏幕音效：很稳，有人说有点泛黄，我觉得还好
拍照效果：稳，大部分时间是扫码
运行速度：快速，基本上所有APP都不卡
待机时间：这个很赞，不玩游戏，两到三天。",2022-01-15 17:01:16,5.0,4.0,远峰蓝色,128GB,2021-12-31 21:36:22,j***U,15.0
"外形外观：双十一原价抢到的，发货也比较快，金属边框，很有手感，蓝色很耐看。
屏幕音效：音效还是不错的，毕竟价位在这，大屏幕看起来更舒服。
拍照效果：新款手机拍照还是棒棒哒，夜晚拍的也很清楚，对于普通人来说，这也算是福音，不需要再买专业设备。
运行速度：新款速度从未被超越，256用个几年应该没啥问题，有条件的518搞起来，买来玩新鲜的128足够。",2021-11-19 23:21:46,5.0,2.0,远峰蓝色,256GB,2021-11-11 00:56:55,凯***华,8.0
"外形外观：非常炫酷可以表现完美
屏幕音效：绝美观看效果特别舒服
拍照效果：清晰没有任何毛病好看
运行速度：史上最快不怕有啥卡的
待机时间：这次待机时间很长可以
其他特色：好看冲冲冲",2021-11-25 16:24:49,5.0,2.0,远峰蓝色,128GB,2021-11-10 20:37:41,j***b,15.0
屏幕很大，玩游戏很爽，电池也太耐用了，极重度玩也能挺到晚上.拍照效果很高，8399.不知道14出了会降多少,2022-08-17 14:54:41,5.0,2.0,苍岭绿色,128GB,2022-08-12 15:40:56,龙***丶,5.0
手机非常有质感，墨绿色非常漂亮，手感非常好，屏幕效果很清晰，拍照效果很好，买苹果就一点不卡，就是配件有点寒酸，就一根线，没有充电,2022-08-14 14:15:00,5.0,2.0,苍岭绿色,128GB,2022-06-20 22:57:28,j***3,55.0
"外形外观：屏幕分辨率非常清晰。手感超级舒服。
屏幕音效：屏幕大。音效也特别好
拍照效果：拍照效果特别清晰
运行速度：速度快。玩游戏不错",2022-07-07 16:13:38,5.0,2.0,石墨色,256GB,2022-06-22 23:14:47,l***9,15.0
哇咔咔咔咔，手机终于到手了，该说不说，物流是真的很给力，感谢快递小哥，辛苦啦，为你点赞。总体来说，手感，质感都非常好，使用相当流畅，用的很舒心！拍照效果也是杠杠的，超级清晰，真的是爱不释手！,2022-08-17 22:23:17,5.0,2.0,金色,128GB,2022-08-16 00:04:22,j***H,1.0
双十一下单6天就到货了，京东物流必须牛啊，手机非常好用，大杯就对了，都是习惯问题，勿喷，因为不喜欢曲面屏，所以买了苹果，高刷根据光线智能调节分辨率，电量持久耐用杠杠滴，拍照确实无敌秒杀，喜欢的果断下手吧。,2021-11-17 17:23:37,5.0,4.0,远峰蓝色,256GB,2021-11-11 09:16:11,成***外,6.0
"618活动期间购买的，优惠力度也是非常给力的，希望优惠活动再更加给力吧，拍照清晰就，运行速度也很快，
外形外观：喜欢，好用
拍照效果：清晰
运行速度：快",2022-07-07 22:16:53,5.0,2.0,苍岭绿色,256GB,2022-06-23 14:48:57,j***N,14.0
"在京东买了很多次手机了，绝对信赖，拿到手简直不要太开心，外观真的很好看，粉粉嫩嫩的，炒鸡喜欢，
拍照效果：超级赞
运行速度：快
待机时间：长",2022-07-25 20:25:49,5.0,4.0,金色,128GB,2022-07-09 15:03:07,皮***儿,16.0
"外形外观：外观非常的好看，活着挺舒服的
屏幕音效：音效感觉比12好了一点，还不错
拍照效果：拍照相还很不错。一如既往的好
运行速度：快
其他特色：有点厚。",2022-07-07 15:56:44,5.0,4.0,石墨色,256GB,2022-06-10 10:34:50,莎***苁,27.0
"Pro  max电影模max..对焦不准确，头发虚了，？整体来说还是很不错的，店家服务态度很好，而且质量也很好，没有异味
拍照效果：好
运行速度：好
屏幕音效：好
外形外观：好",2021-09-27 08:32:17,5.0,2.0,石墨色,512GB,2021-09-17 20:41:04,永***子,10.0
"终于拿到手了，说实话从发布之后就一直在抢，结果直到双十一才抢到，等了一周终于到了。
整体感觉很赞，首先电量确实耐用，续航能力没得说，当然可能新机器的原因。外观很大，当时纠结pro还是max，考慮到續航，还是选了后者，确实太大了，有点重。
高刷确实舒服，至于其他的嘛，没有出现网上的一些问题。
京东还是很靠谱的，物流也很快。",2021-11-18 04:04:35,5.0,2.0,远峰蓝色,1TB,2021-11-10 20:00:33,M***人,8.0
"外形外观：边框好容易沾指纹，不过握在手机的质感好足
屏幕音效：很不错
拍照效果：拍照个人觉得中规中矩，拍视频很厉害，稳定性很强，跑动过程中拍视频不会有太大的抖动。
运行速度：非常流畅
待机时间：只要不是游戏用户，一天一充没问题
其他特色：有120赫兹刷新率，很丝滑。",2022-02-08 14:34:30,5.0,2.0,远峰蓝色,1TB,2022-01-29 03:30:45,乖***鸭,10.0
"外形外观：这个颜色很好看
屏幕音效：音质非常好
拍照效果：拍照效果非常棒，远近效果都很好
运行速度：运行速度快，玩游戏完全无压力
待机时间：待见还是比较正常的并没有太多惊喜",2022-07-19 22:32:28,5.0,2.0,远峰蓝色,256GB,2022-06-14 09:31:23,j***f,35.0
用了这么些天了，总体体验真的很棒哈。灰色这款颜值不用说，上手也特别舒服，哈哈。很满意手感很好，外形外观非常漂亮，音效很棒，拍照效果特别清楚，运行速度也很快。紫色绝美啊，真的是非常艳丽又耐看的一款颜色。iPhone13非常棒，拍照效果一流，像是自带了思康尼一样，随随便便都是一个大片。体验感真的很不错，后盖的手感很好，搭配最新的仿生芯片，使用流畅，再次表扬苹果灰色，真的太好看了。,2022-07-07 23:32:32,5.0,4.0,石墨色,256GB,2022-06-14 17:06:17,果***猬,23.0
"外形外观：很有分量，沉甸甸的，手感不错，不锈钢边框，高级感拉满
屏幕音效：顶级天花板级别了吧。
拍照效果：一流水平，吊打安卓
运行速度：流畅的一批。",2022-07-19 19:26:35,5.0,2.0,远峰蓝色,128GB,2022-06-03 21:02:24,你***狗,46.0
"外形外观：新颜色很好看 不同光线不一样
屏幕音效：屏幕一如既往的好 立体声很好
拍照效果：拍照够用 夜景厉害 电影模式
运行速度：高刷很流畅
待机时间：待机还可以
其他特色：价格贵 用几年没问题",2021-11-29 23:20:33,5.0,2.0,远峰蓝色,256GB,2021-11-08 00:00:16,我***结,21.0
13pro max很完美，电池待机时间可以5-6天，正常使用两天充一次电，颜色远峰蓝，很大气，手机比较大，喜欢大屏的果粉可以选，其他的优点等用过之后再来评价！,2022-08-15 18:17:10,5.0,2.0,远峰蓝色,512GB,2022-06-18 16:10:33,风***8,58.0
"待机时间：非常满意，是我所用过手机里续航最长的
运行速度：a15处理器，日常使用很nice，不过长时间打负载高的游戏还是会发热掉帧
拍照效果：很好，摄像第一
屏幕音效：好价格才能有好屏幕",2022-07-26 23:05:38,5.0,4.0,石墨色,256GB,2022-05-25 15:21:23,j***8,62.0
其他特色第一次买苹果屏幕这么大的手机，这次618活动力度还蛮大的，价格很合适，发货也挺快， 说实话，A15性能太强了，续航也特别强！这是苹果手机历史以来续航最长的手机。proMax还是更适合手大男生，我觉得pro大小刚好，拿着也方便。 远峰蓝在不同光线下有不同的色彩，远峰蓝真的太好看我太喜欢了！之前很纠结银色和石墨色，但是个人感觉白色太普通了，石墨色的边框跟后壳接受不了容易沾灰，所以选了远峰蓝。,2022-07-14 22:38:52,5.0,4.0,石墨色,256GB,2022-05-15 21:51:57,不***坚,60.0
"外形外观：外观设计漂亮  
运行速度：13pro mxs 比12好多了
待机时间：待机时间长  
屏幕音效：颜色很鲜艳  清晰",2022-06-04 07:35:57,5.0,4.0,银色,128GB,2022-06-03 00:08:07,j***?,1.0
"外形外观：6.7寸大屏，打游戏看视频都非常nice
屏幕音效：显示效果超级棒
拍照效果：苹果的拍照真的好牛，2400w像素一样牛
运行速度：iOS的系统真的流畅",2022-07-04 15:13:08,5.0,4.0,石墨色,256GB,2022-05-26 10:53:14,T***t,39.0
"物流很快，包装的也很严实，卖家服务态度也很好，很推荐哦，
外形外观：好看
拍照效果：非常满意
运行速度：快
待机时间：长
屏幕音效：特别好，特别喜欢",2022-07-07 23:30:15,5.0,4.0,苍岭绿色,256GB,2022-06-28 10:33:07,吒***6,9.0
"外形外观：相当好看了，趁着优惠买的，价格很低！
屏幕音效：这个顶尖，绝对的顶尖，promotion很好用
拍照效果：拍照完美，专业人士也觉得完美的完美
运行速度：速度没得说，业内顶尖",2022-06-25 11:03:59,5.0,2.0,石墨色,256GB,2022-06-10 10:33:18,岐***8,15.0
"之前换了一个，京东服务很给力，无论配送还是售后服务，有问题直接给解决好了，手机体验了一下也是非常的流畅，高刷比我的老8P舒服太多了，远峰蓝色很好看，总体很满意
外形外观：远峰蓝很漂亮，淡蓝色",2021-11-20 15:33:37,5.0,2.0,远峰蓝色,256GB,2021-11-11 00:21:59,励***哥,9.0
发货是非常快的，凌晨下单当天下午就,2021-11-17 10:32:07,3.0,2.0,金色,256GB,2021-11-11 00:00:43,u***k,6.0
非常棒，全五分好评。之前看了很多评价对13pm的小问题都有了了解，比如边缝，听筒缝，镜头灰，屏幕黄。结果到手后一检查，很完美，一点问题都没有。还是京东旗舰店可靠有保证。,2022-07-29 17:51:07,5.0,2.0,石墨色,256GB,2022-06-17 20:01:34,b***n,42.0
"外形外观：直角边个人很喜欢，手感更细腻舒适。
屏幕音效：大屏大气，显示更清楚细腻，多扬声器音效超级棒。
拍照效果：摄像头拍照清晰后期自动调节相片更清晰。
运行速度：永不卡顿
待机时间：大型手游每天两小时以上，听歌追剧&hellip;&hellip;一天一充！大容量没得挑！",2022-03-04 10:57:31,5.0,2.0,远峰蓝色,128GB,2022-02-01 08:12:48,戴***6,31.0
"非常好！！！！！  完美
屏幕音效：完美屏幕
运行速度：丝滑
待机时间：一天一充完全够了
拍照效果：视频无敌  拍照也是很强
外形外观：金色好看",2022-08-20 13:04:28,5.0,2.0,金色,256GB,2022-08-18 01:20:22,糖***脊,2.0
"外形外观：特意买的最大尺寸，外观很漂亮，尺寸杠杠的！
屏幕音效：屏幕很好，音效不错！
拍照效果：拍照好清晰！
运行速度：速度很快，玩游戏没话说！
待机时间：待机时间很长！
其他特色：颜色很亮，",2022-06-24 12:02:21,5.0,2.0,苍岭绿色,256GB,2022-06-17 11:34:31,逍***世,7.0
都说苹果十三香，嗯～是真的香，早买早享受，早用早受益啊。颜色非常好看男女皆可使用，手感不错?。本以为京东会很慢到货，结果几天就到货了。总共也就4.5天完成了。就是外包装的纸盒包装真的是**呀。一碰就碎。但是手机还是没有任何损伤的。真的很喜欢有种5S回归的感觉。,2021-12-30 19:59:50,5.0,2.0,石墨色,256GB,2021-12-20 11:19:04,董***s,10.0
"物流很快价格便宜，就是趁着618下手了，256内存，
外形外观：很漂亮！
屏幕音效：视网膜屏幕
拍照效果：很清晰的
运行速度：一点都不卡顿！",2022-06-18 12:53:56,5.0,4.0,远峰蓝色,256GB,2022-06-15 20:16:34,好***9,3.0
"外形外观：好看，
屏幕音效：屏幕清晰，音效清晰
拍照效果：拍照清晰
运行速度：很快，包装完好",2022-07-09 21:32:08,5.0,2.0,苍岭绿色,128GB,2022-07-06 21:10:53,o***n,3.0
手机收到太惊喜了，手机拿在手上感觉很大气，非常好看，手机尺寸比较大。新版的A15芯片配合 iOS15系统非常的流畅。续航能力特别的强。摄 像头拍照很强大。还支持电影模式的视频拍摄。 这款手机真的是太香了。120赫兹自适应，刷新 率非常的棒。用了就回不去了。就是看重Max的 屏幕大。体验，真的是太好了。号称苹果最强手 机13proMax。还有视频防抖功能用了几天。机身还是挺有重量的。满满的高级感256G内存足够用了。而且还非常省电比XSMax省电多了。,2022-01-25 10:45:01,5.0,4.0,远峰蓝色,256GB,2021-12-31 20:29:27,j***度,25.0
"外形外观：苹果公司一贯精美风格
屏幕音效：屏幕超强，分辨率高，120Hz自适应刷效率。
拍照效果：全新超广角，广角和长焦镜头，支持3倍光学变焦，拍摄模式超强！
运行速度：YYDS！A15满血版干啥都可以！
待机时间：苹果有史以来最长续航的手机。
其他特色：远峰蓝这个颜色非常的耐看。
从12promax升级过来。对比12promax屏幕。亮度提高。刷新率提高。更加跟手。续航提高，非常的耐用。",2021-12-31 13:28:38,5.0,2.0,远峰蓝色,256GB,2021-12-22 18:20:48,龙***哥,9.0
"外形外观：时尚大气美观
屏幕音效：声音大，杠杠的！
拍照效果：好，2K视频拍摄时间长
运行速度：速度没得说，用五年都不卡
待机时间：待机王一样",2022-07-04 10:48:42,5.0,4.0,苍岭绿色,256GB,2022-06-27 10:55:22,f***i,7.0
新颜色的苹果13 pro max新上市苍岭绿收到了，颜色颜值超高太惊喜了，手机尺寸比较大单手不容易操作，但系统非常流畅，电池续航能力特别强，摄像头微距拍摄相当清晰，100赫兹自适应刷新速度非常高，真是太好了，256g大内存用个五年足够了，满星好评!,2022-03-29 11:25:36,5.0,4.0,苍岭绿色,256GB,2022-03-15 22:42:44,j***d,14.0
非常喜欢，满意十足，运行速度快，拍照清晰，直播视频清晰，流畅运行，好评不断，希望再来多一些优惠价格，那就更加好了,2022-07-12 18:58:51,5.0,2.0,苍岭绿色,128GB,2022-07-11 23:54:27,j***N,1.0
超视网膜XDR显示屏，支持ProMotion自适应刷新率，画面流畅，响应灵敏；摄像头系统强悍提升，，设计坚固耐用，A15仿生芯片飞速而来，电池续航更大飞跃。,2022-02-10 16:52:24,5.0,2.0,远峰蓝色,128GB,2022-02-09 16:17:27,泰***莱,1.0
手机的外观手感非常好，不锈钢的边框也是很有质感，屏幕分辨率很优秀显示效果非常好，运行也是流畅无比，相机的拍摄效果非常棒，机器一如往常的出色，电池的续航能力暂时还不能够评论，等待使用一段时间再评,2021-11-26 09:31:07,5.0,2.0,远峰蓝色,256GB,2021-11-24 17:39:46,j***9,2.0
要的就是这种效果，够大，份量手感正好合适，墨色高端大气上档次，做工精美，屏幕清晰度高，摄像头很大像素很高，手机流畅很快，一直用的苹果，爱不爱国肯定爱国，但就是习惯了苹果,2022-08-14 22:18:18,5.0,2.0,石墨色,128GB,2022-08-13 22:17:31,j***j,1.0
"外形外观：外观很好看，感觉银色比较少见，耐看一些，远峰蓝太多了
屏幕音效：屏幕顶级，音效顶级，舒服的一匹
拍照效果：全都是顶级的，以旧换新买的，非常合适！",2022-06-18 12:40:08,5.0,2.0,银色,256GB,2022-05-23 15:51:00,j***_,26.0
手机不错，很好用，颜色也是自己喜欢的颜色，这种蓝色很好看的，很喜欢，不错的，运行起来也不卡，很不错，终于可以把我的12，换掉了，可以用13pm了，手机手感很好，电池续航也不错。,2021-10-27 11:21:05,5.0,2.0,远峰蓝色,256GB,2021-10-06 12:00:04,w***4,21.0
"买过最贵的手机了，但是物超所值
外形外观：大气上档次
屏幕音效：优秀
拍照效果：杠杠的
运行速度：非常快游戏不卡
待机时间：长
其他特色：谁用谁知道，苹果系统太好了",2022-06-10 06:31:34,5.0,2.0,银色,256GB,2022-05-23 20:32:53,j***f,18.0
清晰度高、内存充足、完美运行。外观干净漂亮，做工很不错，没发现什么瑕疵，个人感觉大小也挺合适，找了很久选的这款，大爱！不错的手机， 无论是颜值还是配置,2022-07-24 11:52:56,5.0,4.0,金色,256GB,2022-06-19 00:07:31,j***q,35.0
你还别说这个苹果13的话，确实惊艳到我了。感觉做工啊，色彩啊，色调啊都比较好。给丫头买了个生日礼物，她非常喜欢。,2022-05-20 12:11:42,5.0,2.0,苍岭绿色,256GB,2022-05-19 18:49:42,阿***W,1.0
拍照效果：提升很大，摄像头变大进光更多，效果更好，新增电影模式很有可玩性 电池续航：续航真的厉害，早上100，日常用一天晚上11点还有电，对比xsmax强了几乎一倍 运行速度：原神支持120hz，游戏体验前所未有流畅，发热控制的也很好， 显示效果：自适应刷新真的用了回不去，三星的屏幕显示效果顶级 总体来说13promax满足了我所有的需要，A15手机端最强的芯片，三星的自适应屏幕，游戏的瞬间响应，满意。,2021-12-12 20:13:12,5.0,4.0,远峰蓝色,128GB,2021-10-26 23:28:21,m***3,47.0
iPhone 13这个绿色质感满满还是比较耐看的。手感拿着很棒。屏幕看着非常舒服。拍照效果不错。像素高了很清晰。5G高速运行。待机差不多一整天，运行流畅256G大内存日常拍照视频都没问题。,2022-05-16 10:51:17,5.0,2.0,苍岭绿色,256GB,2022-03-24 13:04:01,j***t,53.0
这一款手机太有质感了，金色非常漂亮，基本上买的是顶配了，价格很美丽，除了贵没啥太大问题，很喜欢，操作很灵敏，拍照也漂亮就不多说了,2022-07-23 09:56:18,5.0,4.0,金色,1TB,2022-06-20 14:28:25,最***毛,33.0
"外形外观：非常满意，三筒很满意，奈斯。。
屏幕音效：声音比普通13要大，更清晰。非常好。真的好棒
拍照效果：照相效果很好，清晰度很棒。
运行速度：高刷不用说，非常好。
待机时间：待机时间不用说了，很棒了。
其他特色：不用说了，很棒的",2022-02-08 20:39:56,5.0,2.0,远峰蓝色,256GB,2022-01-20 09:29:17,我***帅,19.0
高大上的手机，手感很好，运行也很快，买了大内存的，应该够用很久了，从旧手机里传输文件也非常方便,2022-09-13 23:08:18,5.0,2.0,远峰蓝色,512GB,2022-09-08 21:17:14,L***2,5.0
"外形外观：直角边框，超级有质感，蓝色真的好好看
拍照效果：拍照很清晰，原相机yyds
运行速度：顺滑流畅  软件运行模式贼溜  Pro max永远的神！",2022-07-23 10:51:23,5.0,4.0,远峰蓝色,128GB,2022-06-13 10:38:42,南***g,40.0
"外形外观：虽然大 但是用着不觉得重
屏幕音效：显示太清晰了 对屏幕非常满意
拍照效果：最好的拍照效果没有之一
运行速度：流畅流畅流畅
待机时间：续航太牛了
其他特色：最强大的手机没有之一。",2022-08-22 13:00:49,5.0,4.0,银色,256GB,2022-06-30 21:51:16,你***呢,53.0
"外形外观：颜色好看，颜值高
运行速度：高速快
体验确实好
待机时间：续航给力
屏幕音效：屏幕大，色彩很好，清晰度很好
值得购买&hellip;&hellip;",2022-07-01 21:41:16,5.0,2.0,远峰蓝色,128GB,2022-06-10 10:29:45,S***8,21.0
以前都是在水果官网上买手机，这次看了很久，终于决定618在京东上入手。比官网有优惠，比夕夕家放心，何乐不为？商家发货很快，小小的盒子拿在手里沉甸甸的，手机被气垫袋包裹的相当到位。开机简单核对了一下三码合一，没必要再用爱思细查了。屏显细腻，操作丝滑，音效不错，真十三香。,2022-06-26 22:38:38,5.0,2.0,银色,256GB,2022-05-26 23:48:15,该***藏,31.0
这款绿色新配色真的是超级的好看，第一眼看到感觉怪怪的，但是这个属于那种越看越好看的那种感觉，后来到手里发现越看越好看，越看越喜欢，真的是太棒了，用起来也很顺手，特别得劲儿,2022-07-16 20:32:10,5.0,4.0,苍岭绿色,256GB,2022-06-28 17:04:39,空***红,18.0
"手机用着很流畅
拍照效果：清晰度很高
外形外观：Nice
屏幕音效：Nice
运行速度：很流畅",2022-08-26 17:20:01,5.0,2.0,金色,256GB,2022-08-25 14:52:57,j***z,1.0
"外形外观：苹果手机的外观非常简洁。大气拿在手里，手手感很好。显得非常高级。
屏幕音效：屏幕尺寸很大，看电影，打游戏。都不会伤眼睛，很舒服，听音乐音效非常好，身临其境的感觉。
拍照效果：拍照效果一流。无论是悲剧还是广角，都能媲美专业的照相机。
运行速度：运行速度很快，苹果的芯片。处理器都非常流畅。没有任何卡顿的现象。",2022-04-28 15:41:59,5.0,2.0,远峰蓝色,256GB,2022-04-16 09:22:02,桃***之,12.0
11??10号半夜1点买的，大概是13号左右到的，用了半个多月了，使用很流畅，习惯了苹果的系统，用着很方便。换机app也很方便，位置文件夹都没变化。非常不错。这个颜色也是比较特别，没用过。推荐购买。没发现什么问题，也没有破损。从xr升级到13pro max 。这个又能用几年。还没下手的小伙伴，可以下手咯。比较推荐。,2021-12-02 23:20:52,5.0,2.0,远峰蓝色,256GB,2021-11-11 00:56:41,C***O,21.0
"很好?
一直抢不到pro ，抢到一次我自己都不知道，忘记付款了?
然后又不想买max，觉得太大了，但是实在不想一直看那个很遗憾没抢到的提示，就买这max了，很快，一天就送到了，接着就把旧手机12卖了，感觉卖的有点亏了！但已经卖了就不想了！金色很好看，蓝色不太适合女生，只好买金色了。
金色拿到手真的很好看啊，比其他颜色都好看，用透明的壳就可以，是那种磨砂质感，不反光，棒棒哒?
AC+开始是送的、但那个时候也没想着买Max，这次也还行用了优惠券花了169买的一年！
外形外观：绝美
拍照效果：棒棒哒
运行速度：很快，高刷就是好
待机时间：有待测试",2021-11-25 14:01:50,5.0,2.0,金色,256GB,2021-11-24 11:52:15,昵***-,1.0
"外形外观：这个手机外观是真的漂亮啊，好喜欢
屏幕音效：屏幕效果非常棒，音效很满意
拍照效果：拍照非常满意
运行速度：运行速度很流畅
待机时间：待机时间觉得很够用了
其他特色：很满意",2022-02-15 14:15:57,5.0,4.0,远峰蓝色,256GB,2022-01-19 22:08:48,j***g,27.0
黑色的iPhone13Pro Max是最经典也最安全的。摄像头很好，拍照片还原度非常高，用于摄影创作也有很高发挥空间，相比有些品牌靠软件修饰出各种所谓的德味、莱卡味，我还是更喜欢原汁原味。,2022-08-20 18:14:01,5.0,2.0,石墨色,128GB,2022-08-12 20:07:26,C***Z,8.0
收货很快，质量很好，手机很重，续航终于给力，512g杠杠的。使用起来很顺手。白色iPhone才是永远的神，yyds，各方面都很满意。,2022-08-04 06:00:54,5.0,2.0,银色,512GB,2022-06-03 07:28:45,_***华,62.0
以前用的11，手机用了两年多，考虑换个大屏的，果断入手13PM，这一款的外观设计很不错，方方正正，手感非常好，屏幕音效那更是没说的，苹果的原生态相机一直都很给力，拍照效果很好，运行起来速度很快，不卡顿，满意满意。,2022-09-23 23:34:39,5.0,2.0,苍岭绿色,128GB,2022-07-24 18:50:14,y***i,61.0
"新手机就是不一样质感最棒，电池续航也好
外形外观：灰色适合男生很有质感
待机时间：长
运行速度：运行速度很快，玩游戏一点不卡",2022-08-11 09:06:44,5.0,2.0,石墨色,128GB,2022-06-19 22:24:20,j***t,53.0
性能也非常棒，完美的一次购物，流畅好用，大屏合适我这种近视散光的，就是配件不便宜，要自己买一大堆，算下也好几百，反应快。,2021-11-27 03:38:37,5.0,2.0,石墨色,128GB,2021-11-11 01:18:30,l***g,16.0
"运行速度：速度的话和安卓机对比，还是苹果系统流程，好用，简洁方便
拍照效果：广角比较大，符合家庭需要
外形外观：机器拿出去就知道值多少钱，备有面子
屏幕音效：配上苹果耳机，效果很棒",2022-07-03 14:22:29,5.0,2.0,远峰蓝色,256GB,2022-07-02 20:30:06,没***熊,1.0
手机拿到了，机器完好无损。北京发货，第二天就男到了。顺丰速度真的很快。这机器处理器目前来说是顶配。各项功能都基本很完美。感谢店铺 感谢京东。,2022-07-12 13:19:34,5.0,2.0,远峰蓝色,512GB,2022-06-26 10:20:30,未***号,16.0
"老婆用了说好用，我感觉比我的12更有手感。???
拍照效果：好
屏幕音效：清晰
外形外观：很满意
运行速度：速度很快",2021-11-18 22:10:17,5.0,2.0,远峰蓝色,128GB,2021-11-12 12:47:28,j***A,6.0
用快一个月 5G网速确实很快拍照非常清晰 电池使用时间刚使用前两周能用一天半左右 用一个月后也是一天一充,2022-07-22 19:54:56,5.0,2.0,金色,128GB,2022-06-19 11:08:49,悟***敌,33.0
"外形外观：很喜欢的颜色不同的光线会是不同的颜色
屏幕音效：屏幕调教摆在那的
拍照效果：只是单纯用来扫码那是妥妥够用了
运行速度：很流畅",2022-08-12 20:51:47,5.0,2.0,远峰蓝色,128GB,2022-08-07 10:38:34,T***9,5.0
"外形外观：直角设计，外观大气，颜色拉风
屏幕音效：效果很好，立体效果
拍照效果：很不错，平时拍照够用了
运行速度：5G很流畅很快，很舒服",2022-07-11 08:04:23,5.0,2.0,苍岭绿色,512GB,2022-05-26 15:23:57,Y***n,46.0
绿色很好看，低调奢华，屏幕分辨率也很高，音质是我用过的手机里最好的，当然也是最贵的，拍照效果较真实，比华为还原度高，运行速度快，就是感觉同时联网，华为比它更快一些。,2022-07-08 21:49:18,5.0,2.0,苍岭绿色,256GB,2022-06-18 20:58:58,j***G,20.0
等不及14的发布了，拿到手里的13Promax与我之前的苹果12相比，简直不要太优秀了，电池续航真的惊喜到我了，出门一整天都不怕忘记带充电器，完全够用的电量，惊艳的拍照，真的一绝，听说14的pro max只是刘海更更小，其他没有明显变化，就决定拿了这台13Promax，苍岭绿，我爱的颜色，深沉而又神秘！爱了爱了&hellip;够我用好几年了！??真的狠流畅，速度更快，完全没有卡顿！,2022-08-28 18:52:53,5.0,2.0,苍岭绿色,512GB,2022-08-20 20:16:20,池***吖,8.0
心心念的手机总于抢到了，真的很期待，抢了好久，期待带来好的手机体验！第一就上档次，屏幕也大！期待后续的手机体验！,2021-11-02 18:54:13,5.0,4.0,远峰蓝色,256GB,2021-10-26 23:56:24,张***志,7.0
"外形外观：摄像头很大很漂亮。
屏幕音效：音效很环绕挺好。
拍照效果：这种就不需要再讲了。
运行速度：超快。
待机时间：续航还可以买回来没充电，玩了一天游戏。",2021-11-24 23:03:29,5.0,4.0,远峰蓝色,256GB,2021-11-24 00:16:12,巴***靠,0.0
